PLD,LCD,LCD/PLD,SA,Porosity,PV,C%,H%,N%,O%,Metal %,Halogen %,TDU,KCH4,NCH4 1 Bar (mol/kg)
5.49968,7.40097,1.345709205,2218.31,0.64394,0.764198929,47.85276074,39.87730061,0,9.81595092,2.45398773,0,729,3.20E-05,1.247775094
3.9227,5.87047,1.496538099,1157.5,0.57814,0.609886418,52.17391304,26.08695652,0,17.39130435,4.347826087,0,865,3.17E-05,1.289537105
4.10727,5.71546,1.391547183,921.591,0.57784,0.519635615,43.47826087,26.08695652,8.695652174,17.39130435,4.347826087,0,673,1.42E-05,0.606428491
5.59872,9.09863,1.625126815,4305.26,0.74034,1.113338436,53.33333333,26.66666667,3.333333333,13.33333333,3.333333333,0,577,1.34E-05,0.645622429
5.28522,5.86925,1.110502496,625.987,0.51114,0.415392117,36.48648649,39.18918919,8.108108108,10.81081081,2.702702703,0,451,2.40E-05,0.872231508
7.0244,7.6924,1.09509709,2736.05,0.71946,0.964622724,32,40,24,0,4,0,193,8.49E-06,0.411047976
3.81726,5.90297,1.546389295,462.192,0.51432,0.298873819,38.29787234,27.65957447,23.40425532,0,10.63829787,0,553,8.18E-07,0.039640778
6.52553,15.82314,2.424805341,4622.14,0.81398,1.631490546,50.60240964,28.91566265,2.409638554,14.45783133,3.614457831,0,961,6.76E-06,0.33525137
7.59757,9.49894,1.250260281,673.035,0.5598,0.419203379,48,28,0,20,4,0,1089,1.05E-05,0.464526015
8.04863,9.68562,1.203387409,1550.55,0.64718,0.634434217,48.64864865,24.32432432,8.108108108,16.21621622,2.702702703,0,865,1.32E-05,0.570016899
9.32321,11.60468,1.244708636,4187.78,0.78064,1.424037009,52.55474453,30.65693431,4.379562044,9.489051095,2.919708029,0,817,1.61E-05,0.72277613
4.08038,4.53044,1.110298551,184.438,0.34306,0.21981444,46.66666667,26.66666667,0,20,3.333333333,0,1201,0.000171839,1.258789908
5.9567,6.32642,1.062067924,767.088,0.53338,0.349906518,30.43478261,34.7826087,26.08695652,0,8.695652174,0,433,1.06E-05,0.433982072
5.05928,6.01321,1.188550545,979.287,0.52152,0.457983894,52.38095238,33.33333333,2.380952381,9.523809524,2.380952381,0,1081,2.23E-05,0.850178578
4.69934,5.96101,1.268478127,1782.24,0.59528,0.647942851,44.02515723,37.73584906,1.257861635,15.09433962,1.886792453,0,481,2.20E-05,0.944962371
5.27516,7.10231,1.346368641,2133.27,0.6408,0.72556073,46.47887324,33.8028169,0,16.90140845,2.816901408,0,505,1.28E-05,0.604983529
5.99671,8.21752,1.370338069,2585.76,0.6714,0.887877966,46.80851064,34.04255319,0,17.0212766,2.127659574,0,505,1.09E-05,0.527285293
5.49922,7.23193,1.315082866,2270.74,0.6402,0.746752641,46.47887324,33.8028169,0,16.90140845,2.816901408,0,505,1.28E-05,0.607932033
6.43493,8.99031,1.397110769,3022.43,0.71916,1.053252861,46.47887324,33.8028169,0,16.90140845,2.816901408,0,505,7.72E-06,0.371322298
5.75532,6.52732,1.134136764,1295.33,0.63222,0.449687391,15.38461538,15.38461538,23.07692308,25.64102564,20.51282051,0,193,3.04E-06,0.141935429
4.45812,5.2858,1.185656734,1168.32,0.55536,0.415573531,49.43820225,29.21348315,0,14.60674157,6.741573034,0,1985,3.40E-05,1.276206645
4.32138,5.25791,1.216720122,1137.89,0.55232,0.41084539,49.43820225,29.21348315,0,14.60674157,6.741573034,0,1985,3.60E-05,1.321377682
4.77821,7.34019,1.536179867,926.143,0.53066,0.441671938,38.70967742,32.25806452,12.90322581,12.90322581,3.225806452,0,449,8.55E-06,0.38434471
3.81829,4.68942,1.228146631,566.21,0.51702,0.417153461,48.14814815,29.62962963,3.703703704,14.81481481,3.703703704,0,649,3.27E-05,1.027363696
3.98304,5.81645,1.46030419,564.846,0.52228,0.420329162,48.14814815,29.62962963,3.703703704,14.81481481,3.703703704,0,865,3.66E-05,1.092323442
4.53855,5.41485,1.193079287,1136.41,0.5581,0.498072324,48.27586207,31.03448276,3.448275862,13.79310345,3.448275862,0,685,3.72E-05,1.45485149
3.89074,4.90746,1.261317898,409.724,0.51656,0.32259797,42.10526316,14.03508772,35.0877193,0,8.771929825,0,641,1.13E-06,0.05506324
5.12512,7.13295,1.391762534,675.911,0.56752,0.419081376,38.0952381,28.57142857,19.04761905,9.523809524,4.761904762,0,481,2.43E-05,0.745303521
9.48231,10.30187,1.086430416,2177.97,0.73358,0.902878805,56,24,0,16,4,0,1057,4.15E-06,0.20495044
5.46518,12.53445,2.293510918,1289.47,0.56904,0.561864984,46.80851064,38.29787234,0,12.76595745,2.127659574,0,469,9.76E-06,0.432616344
5.76203,12.25139,2.126228083,1189.1,0.57394,0.53125376,46.80851064,38.29787234,0,12.76595745,2.127659574,0,469,6.90E-06,0.315316625
4.28602,11.02589,2.57252416,2048.33,0.70298,0.705599184,45.28301887,18.86792453,5.660377358,24.52830189,5.660377358,0,913,7.50E-06,0.344808208
4.32155,10.20306,2.360972336,2458.08,0.6904,0.763110715,45.28301887,18.86792453,5.660377358,24.52830189,5.660377358,0,609,1.10E-05,0.521061912
4.04567,4.97649,1.230078083,716.753,0.55706,0.330929354,38.0952381,17.46031746,0,38.0952381,6.349206349,0,445,6.81E-06,0.301113571
7.05859,8.05298,1.140876577,2405.31,0.6812,0.872195007,50,35,10,0,3.75,1.25,833,9.18E-06,0.44562952
7.09602,8.07265,1.137630672,2409.92,0.68164,0.870581414,47.61904762,38.0952381,9.523809524,0,3.571428571,1.19047619,769,1.06E-05,0.506924446
5.18077,6.31655,1.21922996,729.627,0.57112,0.461548408,26.2295082,26.2295082,39.3442623,0,4.918032787,3.278688525,257,1.12E-05,0.504287389
5.20524,6.37646,1.225007877,565.676,0.48342,0.301185002,24.24242424,24.24242424,36.36363636,0,6.060606061,9.090909091,257,9.69E-06,0.413294747
5.17201,6.33826,1.225492603,507.428,0.4793,0.271850717,24.24242424,24.24242424,36.36363636,0,6.060606061,9.090909091,257,9.73E-06,0.403487224
5.93133,6.98127,1.177015948,893.846,0.52726,0.37123143,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,541,1.39E-05,0.551996917
5.78544,6.94552,1.20051716,881.745,0.52968,0.372117857,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,481,1.38E-05,0.553893452
5.86962,6.83817,1.165010682,882.164,0.5302,0.372334075,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,541,1.32E-05,0.528506346
7.94511,15.05129,1.894409266,3823.16,0.80684,1.409829878,45.28301887,22.64150943,0,24.52830189,7.547169811,0,1153,3.86E-06,0.192536556
8.9508,9.07531,1.013910488,457.835,0.52706,0.387780778,50.60240964,24.09638554,2.409638554,19.27710843,3.614457831,0,769,2.89E-06,0.141081071
6.42425,20.18169,3.141485777,3816.26,0.79538,1.54687816,45.76271186,37.28813559,8.474576271,6.779661017,1.694915254,0,193,8.90E-06,0.438990149
4.06012,4.68454,1.153793484,1731.21,0.61792,0.58075188,32,24,16,16,4,0,321,3.72E-05,1.485936473
4.09054,4.66904,1.141423871,1973.6,0.62058,0.658505994,32,24,16,16,4,0,321,4.85E-05,1.901822173
14.88459,27.51057,1.848258501,5109.54,0.8912,3.187467587,51.61290323,25.80645161,6.451612903,12.90322581,3.225806452,0,145,5.42E-06,0.270344942
11.8721,18.86769,1.589246216,4254.71,0.8264,1.838969963,50.46728972,22.42990654,13.08411215,11.21495327,2.803738318,0,337,6.19E-06,0.306137825
17.55175,32.00355,1.823382284,5397.23,0.91408,4.091069806,50.46728972,22.42990654,13.08411215,11.21495327,2.803738318,0,169,5.45E-06,0.26958155
5.18074,6.21117,1.198896297,658.688,0.52526,0.270920157,17.0212766,17.0212766,0,51.06382979,6.382978723,0,193,3.02E-06,0.143567247
11.56903,11.80846,1.020695771,2472.41,0.71372,1.073498843,50,28.57142857,0,17.85714286,3.571428571,0,321,8.40E-06,0.417561553
7.42068,13.9402,1.878560994,3190.67,0.759,1.198039572,53.69127517,25.5033557,0.67114094,16.10738255,4.026845638,0,977,1.33E-05,0.603007531
7.36423,14.03164,1.905377752,3408.21,0.76644,1.230871024,54.16666667,25,0,16.66666667,4.166666667,0,961,0.000012474,0.57962196
4.64365,7.4378,1.601714169,1870.19,0.66194,0.537027422,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,7.84E-06,0.375878103
4.62821,7.45855,1.611540963,1880.71,0.66254,0.538488422,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,8.29E-06,0.394696806
4.63983,7.44488,1.604558788,1896.51,0.66764,0.546332362,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,7.82E-06,0.374223728
4.59835,7.3331,1.594724195,1828.69,0.65904,0.517689939,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,1.10E-05,0.513598835
9.24875,10.42385,1.127055007,2678.78,0.69516,0.951429416,54,30,0,13,3,0,1249,1.78E-05,0.78564878
3.88968,5.25122,1.350039078,408.288,0.47178,0.282579138,22.22222222,22.22222222,0,44.44444444,11.11111111,0,217,6.47E-06,0.290347488
3.89271,5.30133,1.361861017,421.916,0.476,0.287620245,22.22222222,22.22222222,0,44.44444444,11.11111111,0,217,6.20E-06,0.277562383
3.95166,5.38184,1.361918789,460.051,0.48374,0.297046362,22.22222222,22.22222222,0,44.44444444,11.11111111,0,217,6.21E-06,0.27849986
7.08161,8.62609,1.218097297,649.868,0.57222,0.371426717,40.6779661,0,0,50.84745763,8.474576271,0,865,9.56E-07,0.04681431
7.14498,7.96983,1.11544469,1332.79,0.60668,0.633037795,30.1369863,52.05479452,5.479452055,10.95890411,1.369863014,0,97,9.97E-06,0.463215052
4.27315,5.94413,1.391041737,783.837,0.49676,0.398642196,53.33333333,32.22222222,4.444444444,8.888888889,1.111111111,0,1073,2.76E-05,1.000981704
5.25211,5.8871,1.120901885,3033.79,0.68744,0.934650342,49.47368421,37.89473684,0,10.52631579,2.105263158,0,465,1.86E-05,0.882974633
5.51406,8.44,1.530632601,4171.81,0.74384,1.224427984,51.72413793,34.48275862,0,11.49425287,2.298850575,0,481,1.42E-05,0.674176633
7.47639,9.48433,1.268570794,4511.31,0.76522,1.370001826,50.56179775,35.95505618,0,11.23595506,2.247191011,0,929,1.49E-05,0.680112812
4.4136,4.79937,1.08740484,921.595,0.56152,0.531189102,48.97959184,40.81632653,8.163265306,0,2.040816327,0,673,4.42E-05,1.548884424
3.85375,11.51604,2.98826857,1503.5,0.65378,0.661171902,34.28571429,17.14285714,17.14285714,25.71428571,5.714285714,0,577,9.63E-06,0.437046511
6.01154,10.63837,1.769658024,1713.96,0.6658,0.633028134,41.2371134,16.49484536,4.12371134,30.92783505,7.216494845,0,577,3.85E-06,0.191804898
5.39746,6.49972,1.20421828,2423.09,0.76304,0.727383653,40,0,40,0,20,0,257,1.77E-06,0.088209767
6.40748,11.85606,1.850346782,2456.35,0.70664,0.863627642,46.15384615,15.38461538,0,30.76923077,7.692307692,0,481,1.44E-05,0.525145981
5.80719,8.4539,1.45576432,2158.51,0.63824,0.791500644,46.80851064,38.29787234,0,12.76595745,2.127659574,0,625,1.32E-05,0.604646768
3.91942,5.69424,1.452827204,691.081,0.52968,0.398882454,34.04255319,34.04255319,2.127659574,21.27659574,4.255319149,0,769,2.55E-05,0.838746771
7.55081,9.94924,1.31763877,2396.1,0.73978,0.88412805,29.16666667,43.75,21.875,0,5.208333333,0,113,3.02E-06,0.149358687
4.46882,5.86863,1.313239289,814.209,0.5147,0.455051809,43.53741497,46.2585034,2.721088435,2.721088435,0.680272109,1.360544218,481,3.50E-05,1.100372177
4.85174,9.1257,1.880912827,1769.33,0.65068,0.680014464,46.66666667,28.88888889,0,17.77777778,4.444444444,0,465,1.62E-05,0.754827637
7.78516,8.39896,1.07884231,1414.28,0.6729,0.555564729,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,7.09E-06,0.337061683
7.63206,8.3208,1.090243001,1398.42,0.6715,0.556047796,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,6.56E-06,0.315386892
7.68868,8.38921,1.091111868,1453.2,0.6767,0.565037324,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,0.000006915,0.329862558
7.77175,8.52507,1.09693055,1510.49,0.67936,0.575143921,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,6.74E-06,0.322729793
5.11208,5.28259,1.033354329,1076.05,0.53488,0.456499104,44.70588235,28.23529412,14.11764706,9.411764706,3.529411765,0,703,4.59E-05,1.401261281
5.01808,5.62673,1.12129141,1066.47,0.54826,0.524184219,47.05882353,23.52941176,0,23.52941176,5.882352941,0,577,3.29E-05,1.13388778
5.1022,6.00758,1.177448944,1044.78,0.54432,0.507165086,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,2.36E-05,0.868021947
4.78188,5.4394,1.137502405,735.261,0.54004,0.410829891,47.05882353,23.52941176,0,23.52941176,5.882352941,0,487,2.79E-05,0.973183061
4.82541,5.48382,1.136446437,765.953,0.54178,0.414154232,47.05882353,23.52941176,0,23.52941176,5.882352941,0,487,2.76E-05,0.973244855
4.83636,5.50015,1.137249915,768.633,0.53978,0.413776715,47.05882353,23.52941176,0,23.52941176,5.882352941,0,487,2.76E-05,0.971299811
4.87922,5.53774,1.134964195,788.511,0.5462,0.421570973,47.05882353,23.52941176,0,23.52941176,5.882352941,0,487,2.68E-05,0.956407425
5.77209,6.26764,1.085852785,1354.62,0.6161,0.573430999,47.05882353,23.52941176,0,23.52941176,5.882352941,0,577,1.13E-05,0.515650252
4.10807,4.54438,1.106208025,152.459,0.4065,0.235564776,43.75,18.75,6.25,25,6.25,0,793,2.48E-06,0.111878348
4.04745,4.42954,1.094402649,138.605,0.39962,0.229029596,43.75,18.75,6.25,25,6.25,0,1189,2.44E-06,0.110048504
4.66054,5.43236,1.165607419,1085.57,0.57732,0.547362832,41.07142857,39.28571429,0,17.85714286,1.785714286,0,385,2.89E-05,1.05180477
4.06199,4.93531,1.214998067,640.457,0.4927,0.406675856,33.84615385,47.69230769,0,15.38461538,3.076923077,0,209,3.75E-05,1.243893722
4.609,21.07333,4.572213061,1177.48,0.65072,0.686751082,65.11627907,0,18.60465116,0,4.651162791,11.62790698,1793,1.71E-05,0.553407003
4.61383,4.9549,1.0739234,422.083,0.53188,0.364521081,33.33333333,46.66666667,13.33333333,0,3.333333333,3.333333333,193,1.47E-05,0.563180055
4.9317,5.26068,1.066707221,433.799,0.51028,0.334970066,33.33333333,46.66666667,13.33333333,0,3.333333333,3.333333333,193,2.74E-05,0.830440648
4.54107,5.40858,1.191036474,765.305,0.53782,0.322747513,51.2195122,14.63414634,0,29.26829268,4.87804878,0,649,1.24E-05,0.471758193
4.75817,8.36544,1.758121295,1703.18,0.59442,0.681565668,52.68292683,32.19512195,0,12.68292683,2.43902439,0,601,2.09E-05,0.864054144
10.66621,11.48526,1.076789225,1238.19,0.65222,0.544278657,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,5.41E-06,0.264231582
4.69936,6.1592,1.310646556,2011.98,0.60826,0.607889188,49.18032787,22.95081967,0,22.95081967,4.918032787,0,737,1.81E-05,0.786747283
4.25994,5.57218,1.308041897,1354.6,0.5393,0.506541933,49.57264957,32.47863248,8.547008547,6.837606838,2.564102564,0,703,3.85E-05,1.341039489
4.39499,5.39399,1.227304271,1561.66,0.55578,0.554421667,51.70068027,34.01360544,6.802721088,5.442176871,2.040816327,0,919,5.01E-05,1.702654153
4.40515,6.56002,1.48917063,221.183,0.4414,0.211007376,35.47717842,24.89626556,4.979253112,28.42323651,6.01659751,0.20746888,1777,1.41E-06,0.064819319
5.30062,5.81524,1.097086756,1538.7,0.60344,0.628627206,42.10526316,21.05263158,0,31.57894737,5.263157895,0,577,0.000022235,0.916031345
5.48184,6.02005,1.098180538,1595.46,0.61018,0.644788371,42.10526316,21.05263158,0,31.57894737,5.263157895,0,577,2.11E-05,0.881942879
6.59726,9.36325,1.419263452,1062.39,0.63646,0.44213656,35.82089552,23.88059701,29.85074627,0,10.44776119,0,577,3.70E-06,0.18235102
6.66438,14.05418,2.108850336,2913.06,0.77292,1.013292151,45.37815126,15.12605042,0,30.25210084,9.243697479,0,721,5.40E-06,0.268604493
9.78079,11.57277,1.183214239,3573.47,0.77464,1.272055793,45.83333333,25,8.333333333,16.66666667,4.166666667,0,257,8.36E-06,0.397002711
3.86536,5.06822,1.311189643,432.411,0.48418,0.407957265,43.63636364,40,7.272727273,7.272727273,1.818181818,0,833,3.11E-05,1.000261752
3.99784,6.52615,1.632419006,1153.73,0.55754,0.554959439,43.63636364,40,7.272727273,7.272727273,1.818181818,0,1249,4.22E-05,1.376012696
4.45805,6.7664,1.517793654,1590.51,0.63014,0.606067018,52.27272727,20.45454545,0,22.72727273,4.545454545,0,593,3.13E-05,1.268125474
4.20041,4.96656,1.182398861,319.841,0.48576,0.323846477,43.58974359,33.33333333,0,20.51282051,2.564102564,0,505,9.48E-06,0.383163814
4.21601,4.97799,1.180734865,309.909,0.48068,0.313745455,43.58974359,33.33333333,0,20.51282051,2.564102564,0,505,9.97E-06,0.400771965
9.89769,10.10107,1.020548229,1309.35,0.60726,0.59350841,47.05882353,28.95927602,9.049773756,11.31221719,3.619909502,0,433,2.99E-05,1.05039818
5.78938,6.93743,1.198302754,1117.38,0.54196,0.474716419,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,481,0.000020307,0.783202267
5.73918,6.47898,1.128903432,1032.25,0.53274,0.455391717,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,721,2.13E-05,0.803259887
5.40754,6.29424,1.163974746,977.527,0.5257,0.438781728,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,721,2.21E-05,0.812236871
5.83765,6.59897,1.130415493,1057.06,0.5368,0.463289806,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,481,2.03E-05,0.782411133
5.70328,6.32198,1.108481435,989.63,0.52608,0.443025929,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,721,2.18E-05,0.817821194
5.65537,6.40452,1.132467018,1007.67,0.53292,0.452424613,37.83783784,21.62162162,5.405405405,27.02702703,8.108108108,0,721,2.12E-05,0.798658603
5.29107,8.49623,1.605767831,1006.2,0.57036,0.463236548,51.61290323,17.20430108,0,25.80645161,5.376344086,0,721,6.21E-06,0.296414087
5.74054,7.53238,1.312137882,1690.25,0.65118,0.6065218,48.14814815,14.81481481,0,29.62962963,7.407407407,0,529,8.97E-06,0.420917997
7.33631,9.94144,1.355100861,2410.65,0.73902,0.874505368,50,16.66666667,0,25,8.333333333,0,641,5.81E-06,0.285795283
8.36752,9.32517,1.114448487,710.852,0.59946,0.610207586,45.16129032,38.70967742,1.612903226,12.90322581,1.612903226,0,513,0.000062134,1.506937437
6.3995,8.70402,1.360109384,1364.4,0.64794,0.504319806,33.68421053,25.26315789,25.26315789,0,7.368421053,4.210526316,961,4.00E-06,0.191324671
6.30977,7.91316,1.254112274,1455.97,0.64896,0.522566774,38.83495146,31.06796117,15.53398058,0,6.796116505,3.883495146,1153,5.21E-06,0.245132432
3.87698,5.91571,1.525855176,451.122,0.57418,0.662893744,39.50617284,49.38271605,9.87654321,0,1.234567901,0,577,4.38E-05,1.642695575
3.82553,5.03148,1.315237366,215.004,0.49698,0.313765847,46.66666667,0,40,0,13.33333333,0,449,1.09E-06,0.051607322
4.40705,5.03229,1.141872681,1492.34,0.61672,0.691363007,29.90654206,52.3364486,14.95327103,0,2.803738318,0,145,1.27E-05,0.570904297
4.32228,6.00836,1.390090415,2305.03,0.68348,0.85464699,46.15384615,20.51282051,0,30.76923077,2.564102564,0,505,1.10E-05,0.52491564
4.33549,6.01151,1.386581448,2336.89,0.6848,0.861809674,48.64864865,16.21621622,0,32.43243243,2.702702703,0,541,9.41E-06,0.45372391
6.87272,10.89201,1.584817947,3078.23,0.75016,1.037943263,52.94117647,17.64705882,0,23.52941176,5.882352941,0,361,8.32E-06,0.399903036
3.85397,5.84014,1.515356892,644.826,0.5233,0.348170326,29.62962963,29.62962963,0,37.03703704,3.703703704,0,433,6.52E-06,0.284397517
5.75569,9.16707,1.592696966,2443.42,0.72936,0.824846732,35.29411765,17.64705882,17.64705882,20.58823529,8.823529412,0,577,5.40E-06,0.265971867
8.01604,8.32687,1.038776004,1009.32,0.5494,0.438009742,12.5,0,0,62.5,25,0,289,1.49E-06,0.073841278
3.8636,4.95462,1.282384305,422.39,0.48308,0.412758358,43.63636364,40,7.272727273,7.272727273,1.818181818,0,833,4.34E-05,1.27702845
6.82395,8.26029,1.21048513,1502.11,0.62268,0.614179752,60,0,0,32.5,7.5,0,865,4.85E-06,0.239319046
7.37969,8.44223,1.143981658,1442.24,0.59782,0.614410307,51.1627907,30.23255814,6.976744186,9.302325581,2.325581395,0,2233,2.47E-05,0.93731905
7.09842,8.04827,1.133811468,1450.86,0.59318,0.604004362,51.1627907,30.23255814,6.976744186,9.302325581,2.325581395,0,2233,2.70E-05,1.03135472
7.49178,8.31415,1.109769641,1479.08,0.60074,0.625619642,51.1627907,30.23255814,6.976744186,9.302325581,2.325581395,0,2233,2.29E-05,0.884180417
7.73882,9.08651,1.174146705,1547.39,0.6123,0.651767105,51.1627907,30.23255814,6.976744186,9.302325581,2.325581395,0,559,2.26E-05,0.867267366
3.83063,4.68867,1.223994487,622.917,0.5329,0.455388349,51.11111111,26.66666667,8.888888889,0,2.222222222,8.888888889,1225,2.98E-05,1.121720329
4.97252,5.83756,1.173964107,1714.53,0.61692,0.661625364,55,32.5,7.5,2.5,2.5,0,1117,0.00001601,0.717084762
5.04977,6.94508,1.375326005,1660.76,0.59756,0.704409811,44.87179487,38.46153846,0,14.1025641,2.564102564,0,641,2.59E-05,1.013393778
5.80407,8.27924,1.426454195,1854.08,0.6074,0.732828775,44.89795918,38.7755102,0,13.60544218,2.721088435,0,601,1.94E-05,0.825737045
5.057,6.67176,1.319311845,1061.56,0.56298,0.465095914,42.7184466,34.95145631,1.941747573,17.47572816,2.912621359,0,625,1.83E-05,0.735549796
7.8304,8.65239,1.104974203,3041.09,0.7382,0.95310644,46.93877551,20.40816327,0,26.53061224,6.12244898,0,433,7.15E-06,0.347535994
4.35866,8.62654,1.979172498,1110.99,0.5445,0.502000627,40,36.36363636,7.272727273,0,1.818181818,11.81818182,769,1.54E-05,0.622305578
7.46863,8.45577,1.132171496,701.092,0.56654,0.3879295,28.91566265,28.91566265,0,36.14457831,6.024096386,0,193,2.14E-06,0.105992246
4.35938,5.14759,1.180807821,1120.84,0.5593,0.508514643,44.44444444,30.55555556,5.555555556,16.66666667,2.777777778,0,505,1.59E-05,0.72331268
3.94966,4.69226,1.188016184,339.606,0.4388,0.279773784,41.02564103,30.76923077,5.128205128,17.94871795,5.128205128,0,1281,1.76E-05,0.635185805
4.89061,5.50745,1.126127416,1184.76,0.58316,0.466050764,45.45454545,9.090909091,0,36.36363636,9.090909091,0,487,1.31E-05,0.599248672
4.00684,5.70065,1.422729632,556.5,0.51958,0.328063241,47.16981132,22.64150943,0,22.64150943,5.660377358,0,685,1.32E-05,0.505212645
3.84167,5.32208,1.385355848,732.93,0.52318,0.404631162,41.02564103,15.38461538,5.128205128,33.33333333,5.128205128,0,1249,8.48E-06,0.364580246
14.04664,36.1506,2.57361191,3194.15,0.83742,1.958799299,46.15384615,23.07692308,0,25,5.769230769,0,1225,9.10E-06,0.363765231
4.36229,5.75405,1.319043438,423.097,0.53696,0.351646049,38.0952381,19.04761905,19.04761905,9.523809524,4.761904762,9.523809524,577,2.11E-05,0.650004723
4.40592,11.63192,2.640066093,2329.98,0.6978,0.873231294,50,28.57142857,0,17.85714286,3.571428571,0,721,2.56E-05,1.059170113
7.26741,8.52073,1.172457588,661.438,0.5803,0.402067499,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,2.18E-06,0.105751186
6.84892,8.59093,1.254348131,1577.63,0.64024,0.632217164,41.86046512,23.25581395,11.62790698,18.60465116,4.651162791,0,625,1.43E-05,0.666601227
7.47097,10.36031,1.386742284,4134.9,0.78082,1.414085803,50.90909091,29.09090909,0,14.54545455,3.636363636,0,721,9.48E-06,0.442158459
4.52515,6.13875,1.356584865,1486.97,0.59662,0.600542745,50.45045045,30.63063063,0,14.41441441,2.702702703,0,1405,2.22E-05,0.940474071
4.59373,7.22618,1.573052835,1824.75,0.63454,0.656898867,48.69565217,29.56521739,0,15.65217391,4.347826087,0,1054,1.89E-05,0.829262431
4.84122,7.00262,1.446457711,1435.31,0.6081,0.5768191,51.37614679,29.35779817,0,14.67889908,2.752293578,0,1081,1.26E-05,0.578934558
7.6444,11.00214,1.439241798,3440.13,0.7599,1.228883865,49.77777778,29.33333333,0,15.11111111,4,0,633,8.73E-06,0.424475332
4.24381,5.23174,1.232793174,109.174,0.43358,0.232204924,47.36842105,15.78947368,0,31.57894737,5.263157895,0,721,5.04E-05,1.056726532
5.04848,6.66002,1.319212912,1876.77,0.6398,0.663064273,50.45045045,28.82882883,0,16.21621622,4.504504505,0,961,0.000018553,0.791971723
8.90439,11.42925,1.28355227,2207.79,0.7661,0.791007236,47.05882353,23.52941176,0,23.52941176,5.882352941,0,433,3.39E-06,0.16923514
9.07717,10.66695,1.17514049,2207.68,0.76578,0.785255112,47.05882353,23.52941176,0,23.52941176,5.882352941,0,433,3.44E-06,0.171205367
4.30728,6.57238,1.52587712,1060.86,0.57762,0.45806866,44.44444444,29.62962963,7.407407407,14.81481481,3.703703704,0,769,1.50E-05,0.636657178
4.9999,7.18693,1.437414748,380.195,0.43326,0.22603533,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,1.47E-05,0.453313559
5.0904,7.36476,1.446793965,417.966,0.44926,0.246526482,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,1.22E-05,0.429000133
7.77962,11.39371,1.46455868,2804.4,0.73172,0.927079823,47.05882353,17.64705882,5.882352941,23.52941176,5.882352941,0,1249,9.44E-06,0.441791018
4.57313,6.29959,1.377522616,1011.33,0.528,0.457610373,45.71428571,22.85714286,5.714285714,22.85714286,2.857142857,0,865,1.64E-05,0.652399006
4.20373,6.56154,1.560885214,1307.65,0.62504,0.573668028,44.44444444,22.22222222,0,27.77777778,5.555555556,0,865,1.62E-05,0.691092187
3.9125,4.92581,1.258992971,467.524,0.5106,0.363297426,31.70731707,39.02439024,4.87804878,14.63414634,4.87804878,0,361,2.84E-05,0.843036952
5.21899,5.64492,1.081611576,1483.2,0.6254,0.590757954,31.70731707,39.02439024,4.87804878,14.63414634,4.87804878,0,181,1.55E-05,0.712969582
5.95602,6.21326,1.043189915,721.786,0.49766,0.400180124,35.8490566,41.50943396,3.773584906,15.09433962,3.773584906,0,385,0.000047491,1.169199314
10.54801,14.74547,1.397938569,3947.91,0.81716,1.618269998,53.96825397,22.22222222,0,19.04761905,4.761904762,0,649,7.14E-06,0.343907632
5.96321,6.21029,1.04143406,712.584,0.50042,0.393969454,35.8490566,41.50943396,3.773584906,15.09433962,3.773584906,0,385,5.73E-05,1.26553701
4.27127,6.49659,1.520997268,1361.9,0.60658,0.542596966,47.61904762,9.523809524,0,38.0952381,4.761904762,0,433,1.38E-05,0.612054983
5.43474,10.46212,1.925045172,1619.19,0.62286,0.654963701,50.96153846,27.88461538,6.730769231,11.53846154,2.884615385,0,2465,1.74E-05,0.777559084
8.87116,9.8373,1.108907967,962.747,0.57238,0.533120972,47.70642202,29.35779817,3.669724771,14.67889908,0.917431193,0,1153,2.17E-05,0.632054252
4.02381,6.48122,1.610717206,310.506,0.48058,0.336227463,27.27272727,46.28099174,14.04958678,6.611570248,5.785123967,0,81,4.01E-06,0.167962735
