PLD,LCD,LCD/PLD,SA,Porosity,PV,C%,H%,N%,O%,Metal %,Halogen %,TDU,KCH4,NCH4 1 Bar (mol/kg)
9.87705,10.85037,1.098543593,1542.99,0.64998,0.651529337,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,6.40E-06,0.304501899
10.66498,11.70294,1.097324139,1431.45,0.64252,0.634568852,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,5.87E-06,0.284070585
4.59542,6.74859,1.468546945,932.208,0.51936,0.493721065,45.63758389,39.59731544,5.369127517,8.053691275,1.342281879,0,617,3.07E-05,1.023491689
5.03504,6.78768,1.348088595,3086.72,0.70834,0.866298218,42.85714286,14.28571429,0,28.57142857,9.523809524,4.761904762,361,4.28E-06,0.211708613
8.60837,10.10622,1.173999259,1647.45,0.64676,0.74201039,55.55555556,25.92592593,0,14.81481481,3.703703704,0,553,8.63E-06,0.411204383
5.39444,6.71846,1.245441603,1488.37,0.57132,0.580781512,55.10204082,32.65306122,2.040816327,8.163265306,2.040816327,0,609,1.98E-05,0.780234063
4.31062,12.85599,2.982399284,2727.19,0.72812,0.98780238,40.81632653,28.57142857,2.721088435,24.48979592,3.401360544,0,1249,6.52E-06,0.312351067
4.51803,5.60643,1.240901455,1631.33,0.63906,0.616317871,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,1.74E-05,0.779280503
4.82285,6.0154,1.247270805,1550.51,0.6447,0.628203379,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,1.49E-05,0.669917689
4.79581,7.46662,1.556904882,2182.38,0.66268,0.656053856,43.75,20.83333333,4.166666667,25,6.25,0,385,1.61E-05,0.743097186
6.11185,6.70042,1.096299811,1879.91,0.66816,0.698316082,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,9.96E-06,0.474928874
4.08263,5.24587,1.284924179,1565.62,0.62306,0.577870525,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,1.81E-05,0.798183925
6.36524,9.30232,1.461424864,1779.13,0.67918,0.762013966,47.78761062,15.92920354,0,31.85840708,4.424778761,0,721,8.32E-06,0.391686257
4.41204,5.41797,1.227996573,1645.49,0.64194,0.62857031,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,1.57E-05,0.716207937
5.99656,6.60161,1.100899516,196.721,0.29804,0.168706343,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,673,4.07E-06,0.151786619
6.00286,6.60769,1.100756973,196.813,0.28878,0.160858715,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,4.29E-06,0.155411328
5.99281,6.59075,1.099776232,187.145,0.27768,0.151557989,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,4.46E-06,0.157870278
5.97328,6.56118,1.098421638,186.454,0.27202,0.14730059,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,0.000004542,0.160797523
5.98797,6.54806,1.093535873,182.359,0.26474,0.141681295,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,4.72E-06,0.161675777
5.95918,6.51649,1.093521256,178.379,0.26072,0.138495944,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,4.76E-06,0.161776242
4.92598,7.45171,1.512736552,1626.67,0.64164,0.600443567,37.97468354,25.3164557,31.64556962,1.265822785,3.797468354,0,641,1.14E-05,0.520781757
4.4337,4.76594,1.074935156,661.325,0.51214,0.341941859,27.77777778,11.11111111,55.55555556,0,5.555555556,0,385,0.000071395,1.688316761
4.16045,4.8198,1.158480453,316.75,0.42588,0.293285586,54.90196078,23.52941176,7.843137255,0,1.960784314,0,1057,3.00E-05,0.76561629
8.68185,10.16266,1.170563878,1629.05,0.63888,0.710065485,43.20987654,35.80246914,1.234567901,16.04938272,3.703703704,0,985,8.74E-06,0.373242982
11.12419,11.38543,1.023483957,4276.21,0.82832,1.894099461,58.06451613,19.35483871,0,19.35483871,3.225806452,0,481,5.75E-06,0.287673963
4.66248,6.42799,1.378663286,851.565,0.50294,0.41710068,44.06779661,27.11864407,16.94915254,6.779661017,3.389830508,1.694915254,865,2.69E-05,0.995005485
4.36115,6.66763,1.528869679,2030.1,0.66286,0.634224752,52.27272727,20.45454545,0,22.72727273,4.545454545,0,593,0.000017487,0.779808657
8.26373,8.56972,1.037028073,2176.34,0.68332,0.781511442,48.7804878,29.26829268,0,17.07317073,4.87804878,0,673,1.42E-05,0.620074504
6.32962,7.02111,1.109246685,1696.91,0.63216,0.567096965,45,15,0,32.5,7.5,0,541,1.22E-05,0.568458486
7.00364,8.30223,1.185416441,611.339,0.56828,0.377657418,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,2.48E-06,0.11825521
6.95114,8.25017,1.186880138,612.662,0.56914,0.379644329,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,2.40E-06,0.11348902
6.70397,15.43787,2.302795209,2986.95,0.74864,1.026164002,46.95652174,19.13043478,7.826086957,20.86956522,5.217391304,0,345,1.30E-05,0.585814697
5.82029,10.38317,1.783960937,2879.82,0.72524,0.947723863,50,25,2.272727273,18.18181818,4.545454545,0,793,1.57E-05,0.707834686
5.69918,10.59453,1.858956903,2857.26,0.71932,0.935669168,50,25,2.272727273,18.18181818,4.545454545,0,793,1.50E-05,0.671061963
9.81587,15.6839,1.597810484,1683.79,0.72948,0.981440248,34.7826087,11.5942029,46.37681159,0,5.797101449,1.449275362,481,8.15E-06,0.382547783
11.53771,28.66522,2.484480889,5722.47,0.8844,3.168200495,60.60606061,24.24242424,0,12.12121212,3.03030303,0,385,7.18E-06,0.346895251
7.17794,10.08038,1.404355567,4146.15,0.77204,1.309956682,48,28.8,4.8,15.2,3.2,0,337,9.41E-06,0.457521908
4.73018,6.73207,1.423216453,1218.36,0.57996,0.545942333,42.35294118,32.94117647,2.352941176,18.82352941,3.529411765,0,529,1.20E-05,0.528017246
4.777,5.63813,1.180265857,1128.81,0.5562,0.53939776,46.51162791,37.20930233,1.550387597,12.40310078,2.325581395,0,1153,3.32E-05,1.151613512
4.18269,4.74189,1.133693867,633.762,0.53332,0.337226287,26.92307692,42.30769231,3.846153846,19.23076923,3.846153846,0,121,7.10E-06,0.322631458
4.22431,4.76043,1.126913034,614.621,0.5311,0.327213357,26.92307692,42.30769231,3.846153846,19.23076923,3.846153846,0,121,7.26E-06,0.326340287
4.137,4.67022,1.1288905,704.645,0.5216,0.384040525,26.92307692,42.30769231,3.846153846,19.23076923,3.846153846,0,121,1.07E-05,0.4707635
6.97754,7.51924,1.077634811,908.004,0.5231,0.44571117,47.14285714,31.42857143,8.571428571,10,2.857142857,0,881,1.49E-05,0.655980662
4.28813,10.40242,2.425863955,1041.46,0.57268,0.59508062,42.73789649,42.57095159,2.671118531,10.68447412,1.335559265,0,1029,3.25E-05,0.830564925
6.98688,7.13587,1.021324253,2524.68,0.67844,0.821554856,52.83018868,30.18867925,0,15.09433962,1.886792453,0,961,1.84E-05,0.801805511
4.20216,7.53059,1.79207598,1198.43,0.57828,0.510113529,46.15384615,30.76923077,11.53846154,7.692307692,3.846153846,0,769,1.55E-05,0.560632235
4.31562,12.82817,2.972497579,1883.67,0.67744,0.779682943,53.73134328,23.88059701,5.970149254,11.94029851,4.47761194,0,897,1.74E-05,0.686552382
8.96976,20.25844,2.258526427,3726.05,0.85068,1.51929661,25.53191489,51.06382979,17.0212766,0,6.382978723,0,1,2.91E-06,0.144318961
4.3317,5.48563,1.266391948,997.037,0.56218,0.474049464,48.97959184,30.6122449,2.040816327,16.32653061,2.040816327,0,793,4.05E-05,1.352034562
4.29561,5.4678,1.272880918,970.962,0.56172,0.465732526,48.97959184,30.6122449,2.040816327,16.32653061,2.040816327,0,793,4.16E-05,1.372460604
4.73121,7.22233,1.526529154,834.495,0.5419,0.515403125,43.63636364,40,7.272727273,7.272727273,1.818181818,0,703,4.40E-05,1.33579303
3.94557,4.45838,1.129971081,573.938,0.49374,0.305486809,44.82758621,24.13793103,6.896551724,20.68965517,3.448275862,0,685,2.61E-05,0.876901885
4.02494,5.64924,1.403558811,1489.73,0.62576,0.68141008,39.28571429,42.85714286,7.142857143,7.142857143,3.571428571,0,321,0.00002144,0.928484335
6.36797,7.13166,1.119926758,1446.85,0.61694,0.579667387,45.83333333,25,8.333333333,16.66666667,4.166666667,0,513,2.02E-05,0.882326157
5.13941,6.90621,1.343774869,1043,0.54894,0.497246277,39.6039604,39.6039604,1.98019802,15.84158416,2.97029703,0,481,2.06E-05,0.795637554
9.06013,12.96226,1.430692496,818.225,0.58428,0.601833683,45.63758389,37.58389262,2.684563758,9.395973154,0.67114094,4.026845638,1441,3.20E-05,0.891489505
7.82076,9.85959,1.260694613,2761.53,0.71968,1.017723331,46.47887324,33.8028169,0,16.90140845,2.816901408,0,337,9.26E-06,0.442228035
3.80534,5.63603,1.481084476,1142.94,0.66886,0.50683115,47.05882353,0,35.29411765,0,17.64705882,0,289,2.32E-06,0.113731083
4.52481,5.17093,1.142794946,447.326,0.43432,0.318059654,45.65217391,28.26086957,15.2173913,8.695652174,2.173913043,0,1045,2.11E-05,0.680696074
5.17685,5.68191,1.097561258,1193.34,0.62746,0.482702383,40,26.66666667,26.66666667,0,6.666666667,0,769,2.10E-05,0.849928063
4.61164,5.42545,1.176468675,701.556,0.54486,0.411740257,40,26.66666667,26.66666667,0,6.666666667,0,513,4.62E-05,1.399849461
6.82289,9.58074,1.404205549,2111.76,0.66388,0.737532995,52.88135593,20.33898305,4.06779661,17.62711864,5.084745763,0,505,1.46E-05,0.682808892
7.91904,11.11626,1.403738332,2486.52,0.68722,0.952849731,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,865,1.29E-05,0.579053628
7.92037,11.17851,1.411362095,2476.22,0.68832,0.960997185,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,433,1.09E-05,0.519354382
7.94034,11.20436,1.41106804,2528.64,0.69136,0.972365993,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,433,1.23E-05,0.572765009
7.9594,11.21713,1.409293414,2534.51,0.69322,0.978251053,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,433,1.21E-05,0.562896203
8.02511,11.31495,1.40994329,2537.64,0.69652,0.993317228,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,433,1.04E-05,0.504316653
8.06264,11.58602,1.437000784,2551.68,0.6987,1.006017097,51.2195122,36.58536585,1.219512195,9.756097561,1.219512195,0,433,0.000010429,0.499980001
8.11262,10.55388,1.300921281,2011.34,0.69876,0.700990552,23.52941176,17.64705882,0,41.17647059,11.76470588,0,241,2.90E-06,0.143368798
3.81582,10.13591,2.656286198,1089.33,0.58606,0.451784985,22.22222222,33.33333333,0,29.62962963,7.407407407,0,145,1.01E-05,0.42173475
6.27962,6.73786,1.072972568,1190.87,0.55114,0.525841753,52.23880597,40.29850746,1.492537313,0,1.492537313,1.492537313,1033,1.06E-05,0.425187514
5.83045,6.43441,1.103587202,1192.17,0.54634,0.55122718,52.23880597,40.29850746,1.492537313,0,1.492537313,1.492537313,1033,1.06E-05,0.430874271
6.57358,10.73095,1.632436207,2236.69,0.70952,0.845791368,45.67901235,24.69135802,0,24.69135802,4.938271605,0,1297,2.83E-05,0.79560948
3.80818,6.93892,1.822109249,965.415,0.53864,0.508237248,42.45810056,37.98882682,7.82122905,10.05586592,1.675977654,0,1009,2.07E-05,0.858112083
7.38328,8.51519,1.153307202,662.177,0.57612,0.390513052,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,2.05E-06,0.099834166
6.64251,9.16485,1.379726941,1248.4,0.6251,0.560990056,49.23076923,18.46153846,0,24.61538462,6.153846154,0,625,1.55E-05,0.634648177
6.791,9.3261,1.373302901,1309.03,0.58256,0.483275816,24,44,0,23.11111111,8.888888889,0,145,2.42E-06,0.118923528
6.15098,11.6643,1.896331967,1309.84,0.60204,0.499717786,22.72727273,40.90909091,0,26.26262626,10.1010101,0,145,1.89E-06,0.093413762
7.44692,7.63383,1.025098967,802.71,0.52154,0.494636709,48.48484848,36.36363636,0,13.63636364,1.515151515,0,961,3.07E-06,0.149449197
7.34904,7.57798,1.031152368,805.981,0.53128,0.503091768,48.48484848,36.36363636,0,13.63636364,1.515151515,0,961,3.04E-06,0.149868457
4.61181,5.46888,1.185842435,616.047,0.55032,0.327854398,46.875,9.375,0,37.5,6.25,0,730,2.28E-06,0.10817976
4.48576,4.82967,1.076667053,279.235,0.40382,0.238003183,37.83783784,27.02702703,10.81081081,18.91891892,5.405405405,0,577,4.02E-05,0.822647516
5.12774,7.97174,1.554630305,1602.6,0.61652,0.534463776,35.71428571,40.71428571,2.857142857,13.57142857,7.142857143,0,173,9.51E-06,0.454948189
4.31957,4.63167,1.072252562,803.788,0.53764,0.419883635,29.41176471,47.05882353,17.64705882,0,5.882352941,0,97,3.87E-05,1.230052821
5.70228,8.71143,1.527709969,935.94,0.58006,0.400466703,36.36363636,24.24242424,6.060606061,24.24242424,6.060606061,0,577,1.26E-05,0.572721592
4.60431,6.39385,1.388666271,2050.68,0.65246,0.743852721,51.94805195,29.87012987,0,12.98701299,2.597402597,2.597402597,685,3.24E-05,1.212301275
6.62876,9.02646,1.361711693,3106.26,0.77536,1.008975058,45,15,0,30,10,0,241,4.47E-06,0.222572829
6.67504,11.11776,1.665572042,2566.76,0.73654,0.860321309,40,13.33333333,2.962962963,35.55555556,8.148148148,0,721,5.42E-06,0.266706287
5.5145,7.56113,1.371136096,754.486,0.55572,0.481247023,45.62211982,33.1797235,0,17.51152074,3.686635945,0,2017,1.68E-05,0.7045033
10.60987,16.88394,1.591342778,4491.91,0.82904,1.855455986,45.62211982,33.1797235,0,17.51152074,3.686635945,0,1513,6.00E-06,0.288775582
5.39638,6.49431,1.203456762,2258.29,0.72602,0.666985145,80,0,0,0,20,0,577,2.87E-06,0.141879097
5.07662,5.98913,1.179747549,410.898,0.51786,0.394665244,44.03669725,36.69724771,7.339449541,7.339449541,2.752293578,0,897,1.63E-05,0.624878278
5.85889,6.71051,1.145355178,1613.43,0.60748,0.573462221,41.17647059,27.45098039,11.76470588,15.68627451,3.921568627,0,449,1.52E-05,0.663758935
8.03964,10.85901,1.350683613,1199.88,0.62,0.600112279,40,28,20,8,4,0,1249,1.14E-05,0.492281591
13.37948,15.24588,1.1394972,2208.06,0.72862,0.937599728,33.33333333,30.55555556,25,5.555555556,5.555555556,0,625,6.60E-06,0.311224853
13.37931,15.27666,1.141812246,2195.83,0.7279,0.936673221,33.33333333,30.55555556,25,5.555555556,5.555555556,0,625,6.54E-06,0.309257359
3.9878,5.04878,1.266056472,447.07,0.45794,0.294920013,28.57142857,19.04761905,28.57142857,19.04761905,4.761904762,0,481,1.65E-05,0.552503338
5.67473,7.21449,1.271336257,2484.96,0.66112,0.762146303,55.17241379,31.03448276,10.34482759,0,3.448275862,0,737,9.65E-06,0.465181054
5.72761,7.18513,1.254472633,2353.59,0.65292,0.727562856,59.25925926,25.92592593,11.11111111,0,3.703703704,0,1201,1.22E-05,0.549625251
3.84153,6.28733,1.636673409,1213.14,0.56778,0.528221492,47.25274725,32.96703297,9.89010989,3.296703297,2.197802198,3.296703297,673,1.77E-05,0.761116915
4.24018,6.45593,1.522560363,1371.59,0.583,0.541967631,47.25274725,32.96703297,9.89010989,3.296703297,2.197802198,3.296703297,673,1.63E-05,0.71673124
4.01365,6.1387,1.529455732,1015.34,0.54812,0.482712461,46.66666667,33.33333333,10,0,2.222222222,6.666666667,649,2.38E-05,0.956842116
4.17814,6.05356,1.448864806,1223.59,0.57036,0.532067129,47.72727273,34.09090909,10.22727273,0,2.272727273,4.545454545,973,2.16E-05,0.899110201
4.18536,6.18603,1.478016228,1398.86,0.58552,0.534794721,46.66666667,33.33333333,10,0,2.222222222,6.666666667,973,1.76E-05,0.778017186
5.40179,17.36935,3.215480424,1369.1,0.65458,0.629180003,40,24,16,16,4,0,1345,6.37E-06,0.247958918
6.88703,7.22845,1.049574345,2157.64,0.65106,0.763575974,41.17647059,35.29411765,5.882352941,14.70588235,2.941176471,0,385,1.20E-05,0.579414505
5.04414,5.42608,1.075719548,555.352,0.49488,0.340828794,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505,2.84E-05,0.782498372
4.96809,5.35034,1.076941038,535.361,0.4913,0.335179904,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505,0.00002913,0.803694665
4.91867,5.41931,1.101783612,522.04,0.48704,0.331333252,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505,0.000028629,0.770095011
4.12193,5.72746,1.389509283,1426.73,0.60832,0.500617213,39.43661972,36.61971831,2.816901408,16.90140845,4.225352113,0,481,2.26E-05,0.852191319
4.3241,5.85565,1.354189311,1759.67,0.63622,0.571554342,40,37.33333333,2.666666667,16,4,0,513,2.03E-05,0.788251671
5.08946,6.15959,1.210263957,1921.4,0.63582,0.657624188,40,37.33333333,2.666666667,16,4,0,513,1.85E-05,0.779042801
3.81827,4.75858,1.246265979,973.866,0.57852,0.587384812,56.14035088,28.07017544,0,14.03508772,1.754385965,0,769,4.13E-05,1.478632942
5.3381,17.26438,3.234180701,1365.23,0.65374,0.621892866,40,24,16,16,4,0,1345,6.53E-06,0.252263381
3.98975,5.27749,1.322762078,1390.86,0.56922,0.517054383,42.25352113,33.8028169,2.816901408,16.90140845,4.225352113,0,433,2.80E-05,1.073114435
5.82511,8.22407,1.41183085,1966.29,0.64012,0.759251945,31.53846154,49.23076923,6.153846154,9.230769231,3.846153846,0,145,1.49E-05,0.644406191
4.07145,4.95936,1.21808201,1747.55,0.62506,0.588125706,38.0952381,9.523809524,19.04761905,19.04761905,4.761904762,0,505,2.37E-05,0.999187264
4.17002,4.59875,1.102812457,1891.82,0.62386,0.624171462,38.0952381,9.523809524,19.04761905,19.04761905,4.761904762,0,505,1.91E-05,0.844038961
4.54759,6.09249,1.3397184,694.433,0.55558,0.340748373,22.22222222,33.33333333,0,33.33333333,11.11111111,0,109,5.03E-06,0.22372819
5.80307,7.09205,1.22212036,2694.63,0.70076,0.742127681,29.78723404,25.53191489,34.04255319,0,6.382978723,4.255319149,257,6.19E-06,0.300019776
4.50914,6.68622,1.482814905,2111.83,0.63912,0.829344188,43.07692308,43.07692308,12.30769231,0,1.538461538,0,449,3.29E-05,1.235409409
6.04263,8.1775,1.35330146,1425.79,0.6423,0.638894691,35.29411765,35.29411765,23.52941176,0,5.882352941,0,361,2.26E-05,0.805679945
5.8492,6.22843,1.064834507,961.354,0.55302,0.416214467,34.61538462,42.30769231,7.692307692,11.53846154,3.846153846,0,281,2.69E-05,1.138993375
8.95436,10.37122,1.158231297,1905.44,0.66448,0.84431913,29.78723404,42.55319149,25.53191489,0,2.127659574,0,325,7.19E-06,0.354471757
5.75735,8.09273,1.405634537,1691.02,0.62226,0.630351188,55.28455285,29.26829268,0,13.00813008,2.43902439,0,801,1.19E-05,0.545644693
4.59261,7.82021,1.702781207,1157.73,0.56586,0.52942002,54.45544554,28.71287129,0,13.86138614,2.97029703,0,649,1.80E-05,0.75901414
5.21425,7.10002,1.361656998,1623,0.60756,0.644152363,52.89256198,31.40495868,3.305785124,9.917355372,2.479338843,0,541,3.62E-05,1.262405045
4.56435,4.73101,1.036513414,98.9464,0.40368,0.272521063,46.89655172,30.34482759,13.79310345,5.517241379,2.068965517,1.379310345,553,7.03E-06,0.220072363
5.17244,6.68492,1.292411318,934.123,0.55168,0.473960034,52.67175573,32.0610687,0,13.74045802,1.526717557,0,769,5.49E-05,1.188731937
4.57892,5.0786,1.109126169,157.124,0.37312,0.177460702,25.71428571,24.28571429,7.142857143,28.57142857,7.142857143,0,457,1.95E-06,0.084031335
11.20267,15.42527,1.376928,2234.71,0.69194,0.870985974,46.875,23.4375,0,25,4.6875,0,1081,2.26E-05,0.781852369
5.28318,6.67259,1.262987443,846.121,0.4984,0.436963002,45.09803922,37.25490196,3.921568627,11.76470588,1.960784314,0,865,2.29E-05,0.850578784
4.60575,6.30239,1.368374315,1713.6,0.62758,0.63237339,47.70642202,27.52293578,20.18348624,0,4.587155963,0,667,6.51E-06,0.31583609
4.27883,6.09971,1.425555584,2055.59,0.65468,0.691170338,44.66019417,23.30097087,27.18446602,0,4.854368932,0,409,6.25E-06,0.304324311
4.47662,6.17269,1.3788729,1232.55,0.66926,0.532117386,46.51162791,0,37.20930233,0,16.27906977,0,641,1.70E-06,0.083162975
4.18996,6.86464,1.638354543,1485.11,0.59788,0.6421974,42.85714286,34.28571429,11.42857143,8.571428571,2.857142857,0,433,2.34E-05,1.003610588
3.92126,8.48171,2.163006279,1301.69,0.60702,0.681209123,39.3442623,39.3442623,19.67213115,0,1.639344262,0,577,9.89E-06,0.470708173
4.68972,5.76197,1.228638384,858.976,0.50026,0.38774134,43.47826087,28.98550725,5.797101449,17.39130435,2.898550725,0,961,2.40E-05,0.775775708
4.9879,7.68451,1.540630325,1711.12,0.60526,0.603070853,43.75,39.0625,3.125,12.5,1.5625,0,373,1.75E-05,0.770337283
4.04124,5.81423,1.438724253,418.996,0.4479,0.329486019,51.28205128,30.76923077,1.282051282,10.25641026,1.282051282,0,1009,2.49E-05,0.76884441
5.34529,6.13698,1.148109831,739.88,0.51224,0.406056282,52.30769231,27.69230769,0,12.30769231,1.538461538,0,1201,4.86E-05,1.320742961
4.72083,6.06791,1.285348127,1143.91,0.56796,0.4696213,49.23076923,21.53846154,0,24.61538462,4.615384615,0,801,1.92E-05,0.816792347
4.33779,5.28957,1.219415878,1257.62,0.58536,0.611741346,55.10204082,30.6122449,0,12.24489796,2.040816327,0,469,2.65E-05,1.069342149
6.32995,13.3149,2.103476331,5130.94,0.7777,1.560293079,40.57971014,40.57971014,11.5942029,5.797101449,1.449275362,0,169,9.38E-06,0.458865613
5.12827,8.22186,1.603242419,1843.97,0.62186,0.656710302,43.75,39.0625,3.125,12.5,1.5625,0,373,1.53E-05,0.700185214
5.1093,8.2386,1.612471376,1814.33,0.61632,0.633477745,43.75,39.0625,3.125,12.5,1.5625,0,373,1.57E-05,0.705764236
6.09535,6.69718,1.098735922,690.644,0.53236,0.430628357,45.28301887,30.18867925,11.32075472,7.547169811,3.773584906,0,769,9.23E-06,0.42152811
6.10275,6.68707,1.095746999,689.39,0.53246,0.430709247,45.28301887,30.18867925,11.32075472,7.547169811,3.773584906,0,769,9.53E-06,0.432819911
4.31032,5.44718,1.263753039,1375.16,0.61104,0.641163799,46.72897196,37.38317757,9.345794393,0,1.869158879,0,481,3.80E-05,1.50248249
4.51007,4.85912,1.077393477,409.047,0.45794,0.379721225,31.57894737,45.61403509,7.01754386,14.03508772,1.754385965,0,241,1.50E-05,0.500801415
15.32514,16.10036,1.050584856,2313.87,0.72952,1.081837784,49.36708861,37.97468354,0,11.39240506,1.265822785,0,769,1.35E-05,0.568723773
7.48414,8.69308,1.16153359,2702.7,0.70186,0.927322766,50.66666667,36,0,12,1.333333333,0,785,1.46E-05,0.630263892
7.52003,15.98104,2.12512982,2330.88,0.75964,1.034125994,38.29787234,25.53191489,31.91489362,0,4.255319149,0,577,8.92E-06,0.417179205
6.30446,11.05938,1.75421527,2356.01,0.72756,0.79170643,35.82089552,23.88059701,29.85074627,0,5.970149254,4.47761194,513,6.93E-06,0.323387596
7.16835,7.6136,1.062113318,1301.87,0.63844,0.50001958,33.8028169,22.53521127,28.16901408,0,7.042253521,8.450704225,385,3.82E-06,0.187563031
4.82624,5.27869,1.093747928,718.216,0.51358,0.379479525,35.71428571,35.71428571,14.28571429,7.142857143,3.571428571,0,361,0.000179261,2.315258407
7.33598,9.61074,1.310082634,3504.22,0.78594,1.185449532,30,0,0,60,10,0,193,1.82E-06,0.091034779
4.30482,5.83475,1.355399297,574.268,0.51776,0.426034724,52.27272727,34.09090909,4.545454545,6.818181818,2.272727273,0,1985,4.31E-05,1.106345872
10.84779,23.87093,2.200533934,1763.03,0.8023,0.880443788,24.61538462,49.23076923,8.717948718,0,8.717948718,8.717948718,1,1.83E-06,0.09115339
8.62891,13.64672,1.581511454,2198.65,0.7388,0.906809046,38.46153846,35.8974359,20.51282051,0,5.128205128,0,513,3.57E-06,0.176138213
7.65386,20.68684,2.702798327,1557.34,0.71004,0.750993953,28.57142857,19.04761905,28.57142857,19.04761905,4.761904762,0,769,3.06E-06,0.1458888
3.86824,6.00262,1.551770314,580.423,0.49896,0.380885496,39.08045977,32.18390805,6.896551724,18.3908046,3.448275862,0,961,1.79E-05,0.652295738
4.64507,7.33297,1.578656511,1859.57,0.61888,0.646035454,48.93617021,34.04255319,4.255319149,10.63829787,2.127659574,0,481,2.40E-05,1.02889851
7.72525,9.17432,1.187575807,3262.57,0.77592,1.093313193,30,0,0,60,10,0,385,1.92E-06,0.095555332
8.41122,9.46604,1.125406303,3298.93,0.7777,1.116438651,30,0,0,60,10,0,385,1.93E-06,0.095831049
5.78982,6.67771,1.153353645,1342.11,0.61374,0.492560312,42.5,22.5,0,30,5,0,401,1.71E-05,0.737363214
4.9377,6.46175,1.308655852,850.678,0.54208,0.36567728,25,33.33333333,0,16.66666667,4.166666667,0,217,1.24E-05,0.514637137
3.80751,4.67375,1.227508267,272.22,0.46228,0.349468178,39.45409429,35.73200993,5.955334988,17.86600496,0.992555831,0,1393,4.58E-05,1.010619636
4.16158,5.62453,1.351537157,1214.78,0.62338,0.579263307,47.61904762,9.523809524,0,38.0952381,4.761904762,0,649,1.85E-05,0.76426672
4.93156,8.83128,1.790768033,615.883,0.45152,0.314608621,49.24012158,25.53191489,0,22.49240122,2.73556231,0,481,2.09E-05,0.488004236
3.94509,5.74545,1.456354608,1030.1,0.62448,0.453129195,33.87096774,38.70967742,9.677419355,11.29032258,6.451612903,0,433,8.34E-06,0.376012199
7.49363,8.21847,1.096727487,1365.5,0.66292,0.540369582,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,6.76E-06,0.322341121
7.97124,8.46005,1.061321702,1391.06,0.6707,0.553876392,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,7.12E-06,0.333543094
10.72535,11.49557,1.071813041,1284.96,0.63322,0.553040228,44.44444444,11.11111111,0,33.33333333,11.11111111,0,1009,4.80E-06,0.236619618
4.11372,6.18049,1.502409012,1405.07,0.60906,0.622620678,46.2962963,37.03703704,9.259259259,0,1.851851852,5.555555556,811,2.66E-05,1.024956349
3.9654,4.84037,1.220651132,449.023,0.45642,0.322674604,41.55844156,31.16883117,7.792207792,15.58441558,3.896103896,0,641,6.80E-06,0.308726841
5.12114,5.62972,1.099309919,684.196,0.4795,0.39810702,43.03797468,40.50632911,2.53164557,10.12658228,2.53164557,0,649,1.04E-05,0.44852304
12.0883,25.71531,2.127289197,5717.21,0.87874,3.035874687,60.60606061,24.24242424,0,12.12121212,3.03030303,0,385,6.90E-06,0.340189947
9.03515,24.30948,2.690545259,4854.1,0.8463,2.213474918,58.06451613,25.80645161,0,12.90322581,3.225806452,0,337,7.70E-06,0.368563599
5.5004,7.22153,1.31290997,1737.4,0.63576,0.684004919,38.98305085,32.20338983,16.94915254,6.779661017,3.389830508,0,973,2.66E-05,1.08439461
9.59417,10.03253,1.045690247,2422.72,0.71136,1.016613432,48,32,16,0,4,0,257,0.000010952,0.538866183
4.08311,4.62887,1.133662821,350.528,0.50172,0.258803988,40,10,30,0,10,10,449,1.38E-05,0.548176542
7.5238,15.37241,2.043171004,3665.39,0.78584,1.418465832,51.72413793,20.68965517,20.68965517,0,6.896551724,0,385,5.50E-06,0.272333729
4.10574,5.59823,1.363513033,1225.04,0.5652,0.570980031,50,28.57142857,0,15.47619048,3.571428571,0,721,3.96E-05,1.430297371
7.14037,7.26111,1.016909488,1568.98,0.59978,0.63226915,42.10526316,26.31578947,0,26.31578947,5.263157895,0,529,2.22E-05,1.020041723
