PLD ,LCD,LCD/PLD,ASA,Porosity,PV,C%,H%,N%,O%,Metal%,Halogen%,TDU,KN2,NN2 1 Bar (mol/kg)
4.84005,9.89689,2.04479086,1348.19,0.67108,0.515398676,19.48051948,35.06493506,7.792207792,27.27272727,10.38961039,0,55,1.27304E-06,0.063464657
7.10265,7.3989,1.041709784,270.639,0.4558,0.244811584,47.10743802,14.87603306,0,19.83471074,3.305785124,14.87603306,1537,7.50224E-07,0.03690008
4.0897,4.90958,1.200474362,674.508,0.49298,0.386911956,43.24324324,34.23423423,5.405405405,12.61261261,4.504504505,0,784,5.98958E-06,0.188653857
4.65199,5.7578,1.237706874,2608.67,0.70192,0.6846998,30,0,0,60,10,0,433,1.20819E-06,0.059896132
4.25527,6.53651,1.536097592,675.22,0.48936,0.433038954,54.66666667,34.66666667,2.666666667,6.666666667,1.333333333,0,897,3.7434E-06,0.135646425
3.92148,5.83028,1.486755001,1135.7,0.58126,0.463258735,43.75,18.75,6.25,25,6.25,0,529,4.41071E-06,0.175231278
4.0944,5.86454,1.432331966,1053.59,0.57376,0.447282054,43.75,18.75,6.25,25,6.25,0,529,4.84105E-06,0.188761845
3.94678,4.76031,1.206124993,525.56,0.53304,0.383702851,43.75,18.75,6.25,25,6.25,0,793,5.3186E-06,0.172071043
6.75209,14.38752,2.130824678,2254.21,0.71556,0.900949222,54.90196078,20.58823529,3.921568627,15.68627451,4.901960784,0,365,3.33323E-06,0.161076058
12.6482,17.29009,1.367000047,1411.35,0.6958,0.719292079,50.48543689,19.41747573,3.883495146,17.47572816,8.737864078,0,1009,1.13299E-06,0.056577704
5.81939,7.61968,1.309360603,1804.99,0.63844,0.686572878,58.06451613,19.35483871,19.35483871,0,3.225806452,0,811,4.26361E-06,0.185166316
3.80128,6.35889,1.672828626,493.887,0.47744,0.350193639,47.36842105,36.84210526,7.894736842,5.263157895,2.631578947,0,705,2.99171E-06,0.10670078
6.81795,9.17407,1.345576016,1262.5,0.61506,0.590348031,52.42718447,31.06796117,1.941747573,11.65048544,2.912621359,0,457,2.80962E-06,0.130615429
3.87575,8.13442,2.098798942,676.002,0.5851,0.559369025,41.57303371,24.71910112,19.1011236,10.11235955,4.494382022,0,937,3.57165E-06,0.152737743
5.12695,7.31754,1.427269624,435.159,0.45344,0.254562807,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.11999E-06,0.076704748
5.12362,7.3154,1.427779578,437.892,0.4535,0.254958622,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.10504E-06,0.076034524
5.07386,7.34058,1.446744687,442.898,0.4571,0.258028462,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.10407E-06,0.076251882
5.11399,7.32397,1.432143982,439.954,0.457,0.257958907,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.08637E-06,0.075640093
4.91036,7.23942,1.474315529,417.674,0.4502,0.250152803,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.29202E-06,0.078337366
4.30833,5.23992,1.216229955,831.037,0.55248,0.440226615,47.45762712,13.55932203,6.779661017,27.11864407,5.084745763,0,865,4.03504E-06,0.15912715
4.86254,5.27845,1.085533487,465.316,0.46846,0.337142857,46.51162791,37.20930233,9.302325581,0,4.651162791,2.325581395,769,2.37815E-06,0.082336687
7.1473,9.61717,1.345566857,1692.32,0.64272,0.730974997,52.51215559,31.11831442,0,12.96596434,3.40356564,0,913,3.45029E-06,0.156227343
7.03631,9.75224,1.385987826,1677.75,0.64234,0.727876394,52.51215559,31.11831442,0,12.96596434,3.40356564,0,913,3.46666E-06,0.155378067
4.84816,6.85522,1.413983862,1490.5,0.59368,0.610985555,51.37614679,29.35779817,0,14.67889908,2.752293578,0,641,4.25644E-06,0.178116798
4.55814,6.48228,1.422132712,1534.64,0.608,0.572343029,39.47368421,31.57894737,5.263157895,18.42105263,5.263157895,0,433,4.22041E-06,0.177476957
13.71841,15.61444,1.138210624,4708.86,0.79706,1.549955566,55.17241379,20.68965517,6.896551724,13.79310345,3.448275862,0,937,3.71749E-06,0.171958072
14.7503,16.19567,1.097989193,4485.91,0.79374,1.567398491,51.61290323,32.25806452,0,12.90322581,3.225806452,0,793,4.30129E-06,0.201084609
4.93416,5.27662,1.069405937,892.756,0.51682,0.443591856,47.22222222,38.88888889,0,11.11111111,2.777777778,0,961,5.2463E-06,0.179755146
7.69355,8.14869,1.059158646,1156.4,0.5748,0.58190565,47.36842105,36.84210526,12.28070175,0,1.754385965,1.754385965,397,3.60878E-06,0.163257432
7.41139,8.28379,1.117710713,1093.47,0.55918,0.560068829,47.78761062,36.28318584,12.38938053,0,1.769911504,1.769911504,805,3.01477E-06,0.136837139
3.80022,4.69642,1.235828452,321.318,0.46574,0.340879316,30.95238095,50,14.28571429,0,4.761904762,0,181,1.69262E-06,0.066270767
3.95758,6.27152,1.584685591,560.894,0.47512,0.344035568,42.22222222,27.77777778,10,15.55555556,4.444444444,0,613,2.34959E-06,0.097467384
9.84925,10.99192,1.11601594,1251.35,0.63402,0.533314267,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.1096E-06,0.10217399
9.80954,11.06598,1.128083478,1263.54,0.63874,0.538248926,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.16913E-06,0.105285929
9.80964,11.01144,1.122512141,1266.92,0.63884,0.538482935,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.07668E-06,0.100731281
9.87899,11.15761,1.129428211,1264.63,0.63918,0.5410956,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.13302E-06,0.104104883
9.86004,11.10045,1.125801721,1269.33,0.63944,0.541301955,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.11101E-06,0.102871956
9.92421,11.20025,1.128578496,1266.57,0.64018,0.543303545,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.14263E-06,0.104113194
9.89743,11.20845,1.132460649,1264.6,0.64212,0.544681862,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.11214E-06,0.103599722
9.84741,11.01742,1.118813983,1248.52,0.63514,0.534503652,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.10225E-06,0.101897605
9.78872,11.01399,1.125171626,1249,0.63358,0.53567473,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,1.97466E-06,0.096765019
10.70957,11.38797,1.063345214,1262.07,0.63958,0.54615943,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.14133E-06,0.104845708
10.81891,11.4975,1.062722585,1256.88,0.64264,0.550148957,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.05574E-06,0.100073087
9.85075,10.95857,1.112460473,1266.15,0.65152,0.541556876,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.27078E-06,0.110282737
9.74411,11.047,1.133710518,1270.88,0.65286,0.545062909,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.18198E-06,0.10623617
9.9584,11.06557,1.111179507,1274.08,0.6543,0.547921115,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.26113E-06,0.109461818
9.79504,10.96072,1.119007171,1268.46,0.65146,0.542743125,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.30594E-06,0.110693672
9.87166,11.0184,1.11616486,1250.38,0.63574,0.535148194,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.06509E-06,0.099825195
4.32453,5.60667,1.296480774,676.284,0.49452,0.398388786,50,28.30188679,3.773584906,15.09433962,2.830188679,0,913,1.73202E-06,0.076227207
3.97759,4.69443,1.180219681,466.346,0.51572,0.453165091,46.75324675,38.96103896,5.194805195,5.194805195,1.298701299,2.597402597,673,3.99098E-06,0.157642323
3.90334,6.17141,1.581058786,1161.32,0.55654,0.545895047,48,40,5.333333333,5.333333333,1.333333333,0,505,4.04882E-06,0.1635694
4.74964,5.60484,1.180055752,1055.26,0.55576,0.518224966,46.51162791,37.20930233,1.550387597,12.40310078,2.325581395,0,1153,5.81394E-06,0.196546109
5.24744,6.57194,1.252408794,1713.86,0.64894,0.620294787,43.33333333,23.33333333,0,26.66666667,6.666666667,0,457,2.16881E-06,0.103398551
6.86083,22.4236,3.268350914,4467.79,0.8394,1.947952492,53.16455696,25.3164557,2.53164557,15.18987342,3.797468354,0,193,3.26805E-06,0.164229877
3.86868,5.70928,1.475769513,220.836,0.43164,0.355543108,54.32098765,37.03703704,7.407407407,0,1.234567901,0,784,6.67796E-07,0.026719846
4.50215,7.40919,1.645700388,1009.31,0.55278,0.54692246,46.66666667,36.66666667,5,0,1.666666667,6.666666667,1089,6.36038E-06,0.202686234
4.11545,14.56646,3.53945741,937.173,0.6164,0.821607039,34.7826087,43.47826087,17.39130435,0,2.173913043,0,145,4.35113E-06,0.157644757
4.28733,15.32957,3.575551684,875.405,0.64476,0.782314328,34.7826087,43.47826087,17.39130435,0,2.173913043,0,145,3.26448E-06,0.130234822
5.00794,7.15013,1.427758719,371.208,0.42798,0.21974174,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.3892E-06,0.0741205
5.01285,7.16272,1.428871799,376.634,0.43186,0.223459467,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325,2.4159E-06,0.074947476
6.28305,7.33926,1.168104663,1967.57,0.65154,0.714525415,36.66666667,35,8.333333333,16.66666667,3.333333333,0,737,3.2734E-06,0.146246804
4.37055,6.13135,1.402878356,1709.21,0.5906,0.611304264,55.49132948,27.74566474,4.624277457,9.248554913,2.89017341,0,577,6.89211E-06,0.260286684
4.81205,6.38663,1.327216051,2804.95,0.67644,0.79534111,50,18.75,0,25,6.25,0,625,4.29847E-06,0.201051426
9.76034,10.78109,1.104581398,1366.78,0.6174,0.646967719,54.54545455,27.27272727,0,14.77272727,3.409090909,0,577,3.20568E-06,0.153893787
4.05372,4.61683,1.138911913,1002.93,0.63622,0.474737902,46.15384615,15.38461538,0,30.76923077,7.692307692,0,541,2.88854E-06,0.134999392
5.89807,6.57892,1.115436066,2042.41,0.68,0.613801507,46.75324675,15.58441558,0,31.16883117,6.493506494,0,721,2.96843E-06,0.136533538
7.61249,12.51834,1.64444748,3171.7,0.73564,1.154838173,50.94339623,31.13207547,2.830188679,12.26415094,2.830188679,0,1201,3.88482E-06,0.180185563
6.10049,8.23736,1.35027842,1368.93,0.6093,0.575489965,45.2173913,27.82608696,15.65217391,6.956521739,4.347826087,0,2305,3.58975E-06,0.152505432
6.50203,8.0106,1.232015232,1282.81,0.5995,0.554035821,43.69747899,28.57142857,16.80672269,6.722689076,4.201680672,0,2241,3.76575E-06,0.156927098
6.6625,10.82391,1.624601876,2312.58,0.69788,0.863433965,46.45892351,29.46175637,15.29745042,4.532577904,4.249291785,0,897,3.33167E-06,0.147855129
3.87362,6.64483,1.715405744,383.575,0.45942,0.343304215,49.52380952,30.47619048,5.714285714,11.42857143,2.857142857,0,1945,3.96899E-06,0.10111913
5.66775,7.32298,1.29204358,1719.2,0.6508,0.551231122,36.36363636,13.63636364,0,36.36363636,9.090909091,0,833,3.11353E-06,0.144124637
4.15013,5.10165,1.229274746,765.425,0.54564,0.376368339,37.5,25,12.5,12.5,8.333333333,4.166666667,577,3.83758E-06,0.145926319
5.70388,7.44729,1.305653345,2267.88,0.66684,0.754528256,44.85981308,28.03738318,11.21495327,12.14953271,3.738317757,0,529,4.73966E-06,0.190404697
7.37101,8.67819,1.17734069,2128.38,0.64884,0.802873735,58.57988166,26.62721893,0,11.83431953,2.958579882,0,1225,2.93535E-06,0.136441248
7.08727,9.57077,1.350417015,1961.7,0.6464,0.80171953,58.57988166,26.62721893,0,11.83431953,2.958579882,0,1225,2.22822E-06,0.10775392
7.45311,13.21045,1.772474846,3139.02,0.757,1.147054857,59.15492958,16.90140845,0,18.30985915,5.633802817,0,865,2.1441E-06,0.105754731
3.86323,5.8077,1.503327526,699.131,0.58936,0.342167751,32,16,20,0,16,0,289,8.11729E-07,0.038732792
6.52688,17.88791,2.740652502,2911.37,0.76276,1.200193224,55.26315789,30.70175439,0,12.28070175,1.754385965,0,820,4.11952E-06,0.188926283
3.80654,5.28786,1.389151303,369.401,0.44404,0.301846263,47.16981132,28.30188679,5.660377358,15.09433962,3.773584906,0,841,1.73238E-06,0.065807092
3.81788,4.66467,1.221795866,260.445,0.43542,0.19324259,42.85714286,4.761904762,4.761904762,38.0952381,9.523809524,0,817,1.64292E-06,0.066498366
5.48765,6.91176,1.259511813,2366.01,0.7537,0.711265878,48,0,32,0,20,0,577,9.73611E-07,0.047958614
7.27616,8.09572,1.112636336,1046.22,0.58404,0.553886423,40.54054054,45.94594595,2.702702703,8.108108108,2.702702703,0,417,4.8002E-06,0.182707969
11.00764,15.75075,1.430892544,4856.9,0.82696,2.290741577,58.42696629,34.83146067,4.494382022,0,1.123595506,0,293,3.32717E-06,0.16439156
4.07419,6.75392,1.657733194,1636.71,0.58634,0.653114418,53.33333333,36.19047619,3.80952381,3.80952381,1.904761905,0,1185,3.64121E-06,0.160465929
4.64075,7.7679,1.673845822,1964.64,0.64124,0.658242401,56.75675676,24.32432432,0,16.21621622,2.702702703,0,892,3.28986E-06,0.150670645
5.27685,5.74302,1.088342477,1669.45,0.63964,0.525009439,34.7826087,17.39130435,0,34.7826087,8.695652174,0,433,3.62624E-06,0.166560615
8.2956,9.08968,1.095723034,3056.23,0.73364,1.017915219,46.15384615,23.07692308,0,25,5.769230769,0,649,2.85102E-06,0.138310086
4.2566,5.29478,1.243898886,542.398,0.51104,0.353438319,57.57575758,9.090909091,12.12121212,15.15151515,6.060606061,0,841,8.05585E-06,0.240258665
3.98335,5.17179,1.29835189,588.086,0.49382,0.415386686,45.28301887,45.28301887,7.547169811,0,1.886792453,0,577,6.87892E-06,0.146473522
6.74856,13.36908,1.981027064,2229.35,0.72538,0.835767311,46.15384615,15.38461538,0,30.76923077,7.692307692,0,241,3.74388E-06,0.146618959
5.56329,10.27364,1.846684246,1291.37,0.65278,0.51033922,44.58204334,29.41176471,14.86068111,0,3.715170279,7.430340557,387,1.61756E-06,0.078020975
4.99033,10.05627,2.015151303,1278.19,0.65212,0.511045805,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,1.78361E-06,0.084829272
5.24596,7.57658,1.444269495,1180.31,0.5517,0.53695521,53.22580645,32.25806452,1.612903226,10.48387097,2.419354839,0,737,4.36843E-06,0.171870159
6.64118,10.30601,1.551834162,2423.37,0.69722,0.86512953,43.90243902,22.76422764,4.87804878,22.76422764,5.691056911,0,641,2.63953E-06,0.126254504
5.16973,10.94579,2.117284655,1784.69,0.63454,0.734341403,60,28.88888889,0,8.888888889,2.222222222,0,985,5.23187E-06,0.180960991
5.40382,6.42465,1.188908957,1842.83,0.64804,0.670305539,39.13043478,30.43478261,17.39130435,8.695652174,4.347826087,0,529,3.47942E-06,0.158591797
6.85906,9.30565,1.356694649,2777.84,0.6838,0.968060241,53.60824742,20.6185567,4.12371134,16.49484536,5.154639175,0,505,0.000004177,0.206421843
4.27158,6.83841,1.600908797,1204.37,0.62548,0.538942072,37.68115942,20.28985507,17.39130435,17.39130435,7.246376812,0,685,2.81778E-06,0.125243857
5.23329,6.31369,1.206447569,1543.02,0.63798,0.602140592,38.80597015,22.3880597,14.92537313,17.91044776,5.970149254,0,593,3.81059E-06,0.165600805
4.80173,5.28453,1.100547094,857.565,0.55174,0.384485126,42.85714286,19.04761905,2.380952381,30.95238095,4.761904762,0,505,3.22087E-06,0.124174845
5.56339,6.45056,1.159465721,536.82,0.57344,0.496846191,50.4950495,35.64356436,0,11.88118812,1.98019802,0,1189,4.86445E-06,0.183567001
5.57332,6.39416,1.147280257,533.172,0.56746,0.495741131,50.4950495,35.64356436,0,11.88118812,1.98019802,0,1189,5.33839E-06,0.202095466
3.83342,5.85396,1.527085475,1100.12,0.5812,0.567334349,46.34146341,29.26829268,12.19512195,9.756097561,2.43902439,0,469,4.02239E-06,0.163470655
3.84033,5.85231,1.523908102,1114.51,0.58314,0.572126564,46.34146341,29.26829268,12.19512195,9.756097561,2.43902439,0,469,3.9664E-06,0.161677926
4.90662,12.74838,2.598199983,1947.26,0.67688,0.924518844,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,5.84264E-06,0.228455388
4.98724,12.86913,2.580411209,1981.25,0.67844,0.930851575,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,5.99641E-06,0.230138858
5.01226,12.74626,2.543016523,1972.91,0.68292,0.936998345,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,5.86712E-06,0.227810879
5.12975,13.05445,2.544851114,2091.6,0.68774,0.974505903,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,5.45788E-06,0.219625269
5.304,12.37219,2.332615008,2021.24,0.6795,0.940935036,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,6.06812E-06,0.233556515
5.7361,12.50276,2.17966214,2134.81,0.68464,0.960427804,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,6.04908E-06,0.229509142
6.13477,7.74875,1.263087288,1094.29,0.56414,0.475421579,54.25531915,28.72340426,6.382978723,6.382978723,4.255319149,0,601,3.10085E-06,0.129878246
5.89687,7.42765,1.259591953,373.723,0.48922,0.26348189,46.78899083,24.7706422,5.504587156,16.51376147,6.422018349,0,601,1.09638E-06,0.046417076
4.10291,4.99697,1.217908753,483.731,0.5058,0.397173145,44.44444444,29.62962963,7.407407407,14.81481481,3.703703704,0,769,9.31852E-06,0.220973878
3.82583,4.81496,1.258539977,1156.26,0.57806,0.509991442,48,24,0,24,4,0,487,6.53085E-06,0.277002874
4.32281,5.49382,1.270890925,1581.71,0.62012,0.605905458,48,24,0,24,4,0,649,4.5382E-06,0.203060887
4.62985,5.27906,1.140222685,1551.58,0.60934,0.580722019,48,24,0,24,4,0,865,5.35543E-06,0.230949439
4.02699,5.10607,1.267961927,1284.72,0.58484,0.522916257,48,24,0,24,4,0,487,5.2608E-06,0.226785824
4.94756,7.14061,1.443258899,1054.35,0.56,0.464606909,48,24,0,24,4,0,649,5.86634E-06,0.223006447
4.84747,5.28866,1.091014488,780.629,0.52848,0.406692011,48,24,0,24,4,0,649,6.93711E-06,0.229887914
4.43587,5.52911,1.246454472,821.757,0.52602,0.40561673,48,24,0,24,4,0,649,5.83734E-06,0.201922681
3.9272,4.89671,1.246870544,1066.31,0.5883,0.442706962,48,24,0,24,4,0,487,4.69775E-06,0.206243287
5.93464,8.49333,1.431144939,2150.2,0.72822,0.644305634,48.64864865,0,0,35.13513514,8.108108108,0,649,1.55246E-06,0.076637257
6.71212,7.38705,1.100553923,2231.95,0.6779,0.724881762,45,20,0,30,5,0,337,2.8969E-06,0.140581726
5.77243,6.67772,1.156829966,1002.17,0.5834,0.422919113,47.05882353,23.52941176,0,23.52941176,5.882352941,0,973,3.3264E-06,0.136217447
6.60927,7.27418,1.100602638,885.776,0.5622,0.381833371,42.85714286,14.28571429,0,33.33333333,9.523809524,0,721,2.06787E-06,0.094873574
4.86289,7.00326,1.440143618,1230.44,0.57592,0.48732442,51.61290323,29.03225806,3.225806452,12.90322581,3.225806452,0,1105,5.01408E-06,0.203842759
5.22128,7.77112,1.488355346,1548.27,0.62236,0.607423457,51.38888889,26.38888889,8.333333333,11.11111111,2.777777778,0,661,4.43394E-06,0.189294097
7.72449,8.38907,1.086035453,1404.26,0.6728,0.560073922,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,2.39315E-06,0.11256245
4.34629,6.13469,1.411477375,2256.1,0.69064,0.585615683,30.43478261,0,0,60.86956522,8.695652174,0,337,1.19651E-06,0.059370454
3.88031,4.48925,1.156930761,293.031,0.50172,0.316430788,46.66666667,0,40,0,13.33333333,0,449,5.17046E-07,0.024945075
3.98613,4.66583,1.170516265,337.821,0.54516,0.36311078,42.85714286,0,42.85714286,0,14.28571429,0,385,4.44997E-07,0.021836161
4.00507,4.69194,1.171500124,339.086,0.50864,0.325546268,46.66666667,0,40,0,13.33333333,0,449,5.91925E-07,0.028099367
3.84451,4.96165,1.290580594,313.394,0.50736,0.323350775,46.66666667,0,40,0,13.33333333,0,449,5.38628E-07,0.02609477
3.88434,5.00396,1.288239444,322.367,0.50778,0.323841351,46.66666667,0,40,0,13.33333333,0,449,5.70192E-07,0.027261048
8.24294,15.30437,1.856664006,3590.58,0.78938,1.428837768,54.32098765,29.62962963,2.469135802,11.11111111,2.469135802,0,1025,6.98298E-06,0.252989949
6.53331,13.51443,2.068542592,3257.5,0.74626,1.141735476,54.71698113,26.41509434,0,15.09433962,3.773584906,0,705,0.00000517,0.209707188
4.14329,4.62596,1.11649438,314.237,0.46884,0.323590108,43.63636364,14.54545455,0,36.36363636,5.454545455,0,721,2.39478E-06,0.095605179
4.86799,7.01725,1.441508713,1462.9,0.63382,0.51474422,45.45454545,9.090909091,0,36.36363636,9.090909091,0,1153,3.25563E-06,0.144643744
4.37982,5.32037,1.214746268,732.378,0.49516,0.405503235,38.04347826,35.86956522,2.173913043,20.65217391,3.260869565,0,593,2.41433E-06,0.103626658
9.52295,10.82294,1.13651127,1300.58,0.64498,0.60317965,46.15384615,0,0,25,5.769230769,23.07692308,385,1.58544E-06,0.078905044
11.13953,21.8367,1.960289168,4332.84,0.81434,1.863307706,53.65853659,34.14634146,0,9.756097561,2.43902439,0,361,3.66735E-06,0.179124436
8.72821,13.8531,1.58716392,2735.7,0.74116,0.972164836,45.94594595,21.62162162,0,27.02702703,5.405405405,0,1249,3.62472E-06,0.165268244
4.46891,8.35947,1.870583655,1387.69,0.59754,0.570014023,39.82300885,29.20353982,6.637168142,19.02654867,5.309734513,0,913,4.23565E-06,0.161984032
8.47748,10.22208,1.205792287,2464.21,0.78106,0.929537873,25.71428571,8.571428571,0,51.42857143,11.42857143,2.857142857,241,9.87892E-07,0.049835981
10.09881,11.04017,1.093214943,2444.25,0.79222,0.984268501,26.08695652,8.695652174,0,52.17391304,11.5942029,1.449275362,241,1.10802E-06,0.055983179
10.31061,11.13693,1.080142688,2585.05,0.80082,1.069236973,26.47058824,8.823529412,0,52.94117647,11.76470588,0,241,1.22567E-06,0.060915916
4.83707,7.10977,1.46985055,1466.81,0.56878,0.540927636,48.38709677,29.03225806,6.451612903,12.90322581,3.225806452,0,505,6.11011E-06,0.230905714
3.82945,4.48241,1.170510125,416.418,0.505,0.398809101,47.61904762,23.80952381,4.761904762,19.04761905,4.761904762,0,541,8.92893E-06,0.258333694
4.94116,10.05429,2.034803568,2312.58,0.69002,0.744669829,50,18.75,0,25,6.25,0,313,4.31925E-06,0.205697729
4.8832,5.87388,1.202875164,2236.65,0.7252,0.660912993,80,0,0,0,20,0,1201,1.17447E-06,0.058018111
6.29437,6.7326,1.069622536,807.481,0.57104,0.371765993,22.22222222,22.22222222,33.33333333,0,11.11111111,11.11111111,217,1.7311E-06,0.076412398
7.66991,8.43825,1.100175882,1574.53,0.60878,0.67678543,43.07692308,36.92307692,6.153846154,12.30769231,1.538461538,0,641,2.75341E-06,0.132902248
4.45301,6.06535,1.362078684,678.362,0.53446,0.39393247,40,31.66666667,6.666666667,18.33333333,3.333333333,0,929,3.09765E-06,0.127592092
6.50841,6.88683,1.058143233,1104.48,0.56996,0.445048295,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,4.42786E-06,0.184974539
6.57314,6.93182,1.054567528,892.807,0.57194,0.359762733,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.20684E-06,0.137690071
6.48693,6.87869,1.060392204,866.09,0.56576,0.3469941,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.22625E-06,0.136527199
6.50199,6.86565,1.055930569,866.328,0.56868,0.348631052,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.22985E-06,0.136711951
6.45021,6.84748,1.061590243,841.62,0.56358,0.337481137,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.88866E-06,0.15604106
7.95608,15.10116,1.898065379,3720.94,0.81036,1.374663484,45.28301887,22.64150943,0,24.52830189,7.547169811,0,1153,2.07408E-06,0.102674322
7.9585,15.1002,1.897367594,3713.8,0.8104,1.373775866,45.28301887,22.64150943,0,24.52830189,7.547169811,0,1153,2.0773E-06,0.102907283
7.9386,15.0923,1.901128662,3715.39,0.81016,1.373369023,45.28301887,22.64150943,0,24.52830189,7.547169811,0,1153,2.07115E-06,0.10273033
7.93691,15.06244,1.897771299,3698.21,0.80926,1.367723312,45.28301887,22.64150943,0,24.52830189,7.547169811,0,289,2.08405E-06,0.103900409
7.93652,15.0745,1.899384113,3703.01,0.80934,1.37039696,45.28301887,22.64150943,0,24.52830189,7.547169811,0,289,2.07765E-06,0.103262405
7.93827,15.0805,1.899721224,3708.06,0.80934,1.373093915,45.28301887,22.64150943,0,24.52830189,7.547169811,0,289,2.07139E-06,0.103028633
7.93483,15.09972,1.902967045,3711.31,0.80928,1.374433179,45.28301887,22.64150943,0,24.52830189,7.547169811,0,289,2.06674E-06,0.102794861
5.12034,12.82983,2.50565978,2057,0.68324,0.952250871,47.27272727,29.09090909,18.18181818,0,1.818181818,0,865,5.96358E-06,0.232857769
4.57521,6.45802,1.41152428,1237.72,0.56584,0.546594411,50.46728972,31.77570093,3.738317757,11.21495327,2.803738318,0,1185,5.75238E-06,0.218852048
4.95549,5.57744,1.125507266,1500.41,0.62984,0.588811607,47.61904762,9.523809524,0,38.0952381,4.761904762,0,577,4.87357E-06,0.201263349
4.05552,6.24874,1.540798714,1268.91,0.57692,0.578970714,52.17391304,34.7826087,8.695652174,0,1.449275362,2.898550725,1153,4.99135E-06,0.196053014
6.36719,9.34691,1.467980381,1572.96,0.64316,0.615823591,48.88888889,17.77777778,0,26.66666667,6.666666667,0,577,2.61705E-06,0.120859162
4.43769,9.81867,2.212563293,2444.85,0.71732,0.855304577,38.70967742,20.64516129,11.61290323,21.93548387,5.806451613,0,705,4.60037E-06,0.179445013
4.36946,9.36969,2.144358799,2360.78,0.71128,0.805835989,38.21656051,20.38216561,11.46496815,21.65605096,7.006369427,0,705,4.37483E-06,0.16900216
7.23049,10.08545,1.394850142,2119.75,0.72378,0.772735911,24.06015038,27.06766917,36.09022556,3.007518797,9.77443609,0,113,1.42118E-06,0.070942584
4.21977,5.14094,1.218298628,334.341,0.4525,0.28154029,53.84615385,28.20512821,0,15.38461538,2.564102564,0,1117,6.70006E-06,0.135886326
6.60905,8.11845,1.228383807,2052.33,0.6414,0.701685292,50,28.57142857,0,17.85714286,3.571428571,0,641,3.40197E-06,0.15172171
3.90286,4.53355,1.16159688,93.4833,0.43758,0.199531244,33.89830508,16.94915254,3.389830508,40.6779661,5.084745763,0,361,1.42107E-06,0.040397475
4.15581,4.72844,1.137790226,112.405,0.43422,0.199426824,36.36363636,10.90909091,3.636363636,43.63636364,5.454545455,0,409,8.71912E-07,0.032497496
3.8135,5.18429,1.359457192,1160.76,0.60266,0.514232568,37.5,25,18.75,12.5,6.25,0,257,4.49109E-06,0.187476372
9.11981,24.94881,2.735672125,4598.57,0.83746,2.056777128,51.51515152,27.27272727,3.03030303,15.15151515,3.03030303,0,301,3.45712E-06,0.168271853
4.81909,6.30676,1.30870351,2401.02,0.73426,0.700790257,80,0,0,0,20,0,577,1.09246E-06,0.054054785
4.65327,5.15076,1.106911914,2241.9,0.70882,0.624588055,80,0,0,0,20,0,769,1.15896E-06,0.057075502
10.84699,11.60038,1.069456135,1243.44,0.64668,0.543031565,44.44444444,11.11111111,0,33.33333333,11.11111111,0,946,2.32123E-06,0.113922174
9.24625,16.5482,1.789720157,4338.32,0.8225,1.795357609,54.83870968,25.80645161,3.225806452,12.90322581,3.225806452,0,625,3.37251E-06,0.166058314
