PLD ,LCD,LCD/PLD,ASA,Porosity,PV,C%,H%,N%,O%,Metal%,Halogen%,TDU,KN2,NN2 1 Bar (mol/kg)
5.99885,8.43305,1.405777774,1097.8,0.62144,0.451910351,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,1.61784E-06,0.076398563
5.35126,6.8791,1.285510328,441.118,0.3804,0.233508895,45.16129032,25.80645161,0,20.96774194,4.838709677,0,801,5.11922E-06,0.120538966
6.76595,7.36263,1.088188651,1204.89,0.62392,0.483895236,42.10526316,15.78947368,0,31.57894737,10.52631579,0,625,2.35761E-06,0.11132187
4.26246,5.1995,1.219835494,238.448,0.44902,0.226766325,42.25352113,33.8028169,8.450704225,0,7.042253521,2.816901408,1153,2.72922E-06,0.067840296
3.80909,4.65609,1.222362822,314.877,0.45904,0.23536409,35,20,10,30,5,0,721,1.35497E-06,0.06312043
10.48506,14.84172,1.415511213,1115.28,0.62862,0.786231997,38.65030675,49.0797546,4.90797546,5.521472393,1.840490798,0,1105,4.53225E-06,0.121106061
4.28978,5.42171,1.263866678,782.629,0.51606,0.426668651,39.43661972,36.61971831,7.042253521,14.08450704,2.816901408,0,541,2.85517E-06,0.111306165
8.55287,11.53016,1.348104204,3583.57,0.79512,1.310368809,41.75824176,24.17582418,2.197802198,23.07692308,5.494505495,0,217,2.42931E-06,0.120243949
4.03212,4.53669,1.125137645,335.835,0.42088,0.263384169,47.5,27.5,5,15,5,0,973,7.35251E-06,0.174194102
4.27611,4.89361,1.144406949,361.36,0.46638,0.286061275,37.68115942,34.7826087,0,24.63768116,2.898550725,0,757,1.97813E-06,0.076672449
4.26213,4.8913,1.147618679,358.21,0.46282,0.282422578,37.68115942,34.7826087,0,24.63768116,2.898550725,0,757,1.98043E-06,0.075960381
5.10388,6.87609,1.347227991,1799.16,0.64202,0.587984248,42.85714286,0,0,46.42857143,10.71428571,0,433,1.62298E-06,0.078998761
5.24047,12.90794,2.463126399,2797.59,0.73804,1.095118824,45.39473684,31.57894737,11.84210526,7.894736842,3.289473684,0,721,3.02504E-06,0.145837711
4.75784,11.32938,2.381202394,2250.17,0.6848,0.91820371,43.08510638,38.29787234,9.574468085,6.382978723,2.659574468,0,721,3.27796E-06,0.151350863
6.01308,11.51198,1.914489746,2258.2,0.70466,0.949318317,44.11764706,35.29411765,10.58823529,7.058823529,2.941176471,0,721,3.03198E-06,0.145194884
7.34032,8.33734,1.135827866,1873.01,0.6463,0.727041605,43.45238095,33.33333333,10.71428571,9.523809524,2.976190476,0,721,3.03657E-06,0.141301389
5.37829,13.25092,2.46377938,1861.63,0.67862,0.851426342,42.62295082,37.15846995,9.836065574,7.650273224,2.732240437,0,705,2.70897E-06,0.127628972
10.1499,12.559,1.237352092,3612.03,0.77746,1.456806965,45.75471698,37.73584906,8.490566038,5.660377358,2.358490566,0,913,4.11364E-06,0.181889058
8.26719,11.36736,1.374996825,2056.18,0.6846,0.880057179,48.4375,33.33333333,9.375,6.25,2.604166667,0,1953,3.67708E-06,0.161516859
5.99081,7.63868,1.27506631,414.39,0.40418,0.245569266,37.5,25,15.625,12.5,6.25,3.125,577,1.74253E-06,0.072236041
4.79592,5.45459,1.137339655,425.585,0.4653,0.299151344,27.77777778,33.33333333,11.11111111,11.11111111,2.777777778,2.777777778,289,5.39319E-06,0.129070468
4.41081,5.74693,1.302919418,338.634,0.46204,0.213388754,28,20,4,36,12,0,325,1.11063E-06,0.054243149
4.38524,5.08924,1.160538534,725.28,0.55268,0.446346801,44.44444444,19.04761905,6.349206349,25.3968254,4.761904762,0,705,4.03498E-06,0.151542715
15.74639,17.28638,1.097799559,5122.14,0.87916,2.99351693,55.17241379,27.5862069,0,13.79310345,2.298850575,0,577,3.6743E-06,0.181308023
3.96898,5.54178,1.396273098,729.245,0.57884,0.592078884,55.38461538,34.61538462,0,7.307692308,1.538461538,1.153846154,1189,6.97628E-06,0.208935614
6.58995,10.76463,1.633491908,2271.74,0.71128,0.853799653,45.67901235,24.69135802,0,24.69135802,4.938271605,0,325,5.63091E-06,0.194551998
5.67724,10.09798,1.778677667,2034.88,0.68072,0.736049583,51.06382979,24.82269504,0,18.43971631,5.673758865,0,873,3.31993E-06,0.151611592
5.39642,9.54146,1.768109228,2057.1,0.67362,0.72755433,50.70422535,25.35211268,0,18.30985915,5.633802817,0,865,3.55721E-06,0.158666606
5.36674,8.47974,1.580054186,1742.31,0.66228,0.672992014,47.61904762,25.3968254,0,20.63492063,6.349206349,0,705,2.56069E-06,0.121189572
5.03901,5.54956,1.101319505,802.06,0.55624,0.354864846,40.90909091,13.63636364,13.63636364,27.27272727,4.545454545,0,676,1.28246E-06,0.060705769
6.35025,8.87571,1.397694579,2496.59,0.6809,0.875237801,51.35135135,32.43243243,2.702702703,10.81081081,2.702702703,0,417,4.22605E-06,0.196423194
6.37885,7.78612,1.220615001,2385.36,0.6657,0.803434359,48.57142857,28.57142857,8.571428571,11.42857143,2.857142857,0,385,3.8827E-06,0.181556872
11.59751,13.10906,1.130334011,3618.54,0.76924,1.426420412,45.94594595,37.83783784,2.702702703,10.81081081,2.702702703,0,321,2.90742E-06,0.144263973
3.89341,4.86334,1.249120951,421.098,0.56628,0.317747465,28.57142857,0,28.57142857,0,14.28571429,0,257,1.39862E-06,0.065516442
4.81158,7.13681,1.483257059,975.826,0.5288,0.459219119,48.8372093,27.90697674,4.651162791,16.27906977,2.325581395,0,1441,2.75618E-06,0.111561134
7.04294,7.75569,1.101200635,1568.19,0.62368,0.65191305,44.44444444,37.03703704,7.407407407,7.407407407,3.703703704,0,1009,3.99327E-06,0.182029265
5.60978,9.23636,1.64647455,2771.35,0.70288,0.908827606,42.52873563,27.5862069,0,25.28735632,4.597701149,0,601,5.24128E-06,0.194614259
6.40536,10.23981,1.598631459,2257.6,0.6997,0.892334493,44.85981308,33.64485981,0,17.75700935,3.738317757,0,481,4.12819E-06,0.156549023
3.87767,4.92077,1.269001746,717.648,0.55088,0.387003407,45.71428571,22.85714286,22.85714286,0,8.571428571,0,433,0.000003424,0.145408036
4.5426,12.01697,2.645394708,2654.58,0.7256,1.004557613,35.23809524,28.57142857,5.714285714,14.28571429,0.476190476,11.9047619,353,2.81895E-06,0.134806992
5.14959,5.32147,1.033377415,409.265,0.46998,0.200311135,31.25,18.75,12.5,28.125,9.375,0,1009,2.15505E-06,0.082531572
5.19712,5.35536,1.030447633,427.837,0.47638,0.208419376,33.33333333,13.33333333,13.33333333,30,10,0,385,2.00237E-06,0.08060791
4.10343,13.46293,3.280896713,1300.62,0.61918,0.737582671,46.47887324,33.8028169,14.08450704,1.408450704,1.408450704,0,2017,6.10756E-06,0.200691294
5.48137,6.14892,1.121785247,1265.91,0.5873,0.576773877,50,26.92307692,3.846153846,15.38461538,3.846153846,0,514,7.02782E-06,0.252347663
4.60807,5.39172,1.170060351,409.887,0.45404,0.260062203,45,15,0,35,5,0,721,5.3613E-06,0.130657152
4.72399,6.25646,1.324401618,2434.54,0.66494,0.727998502,50,18.75,0,25,6.25,0,417,4.52198E-06,0.209849081
3.92352,6.55568,1.670866977,317.541,0.48286,0.342322798,27.27272727,46.28099174,14.04958678,6.611570248,5.785123967,0,81,8.808E-07,0.037263836
4.06857,6.46053,1.587911723,312.099,0.48774,0.340315378,27.96610169,44.91525424,14.40677966,6.779661017,5.93220339,0,105,8.29521E-07,0.03507352
5.10591,5.828,1.141422391,413.921,0.48524,0.406609797,37.60683761,44.44444444,5.128205128,11.96581197,0.854700855,0,433,2.32413E-06,0.092154487
5.29768,6.80795,1.285081394,1348.67,0.62536,0.473721688,37.20930233,18.60465116,4.651162791,32.55813953,6.976744186,0,385,4.14957E-06,0.189196556
4.76331,5.60935,1.177615986,1068.69,0.5606,0.504640423,42.85714286,14.28571429,0,28.57142857,7.142857143,0,481,5.80207E-06,0.226937067
6.95883,12.33456,1.772504861,3037.42,0.74632,1.05374923,50.78125,22.65625,3.125,18.75,4.6875,0,809,4.32736E-06,0.188351716
6.20566,7.43152,1.197539021,2672.4,0.71274,0.82614587,50.56179775,10.11235955,0,33.70786517,5.617977528,0,649,3.29952E-06,0.160092381
14.69313,16.15291,1.099351193,4213,0.86026,2.084003566,51.2195122,29.26829268,0,15.85365854,3.658536585,0,481,3.23505E-06,0.160635627
7.03976,12.64493,1.796216064,3148.09,0.7635,1.114029328,48.7804878,29.26829268,2.43902439,15.44715447,4.06504065,0,673,3.54503E-06,0.170623623
4.51142,4.83064,1.070758209,380.192,0.47708,0.370176677,43.85964912,33.33333333,5.263157895,14.03508772,3.50877193,0,745,5.77231E-06,0.173627517
4.49281,4.81383,1.071451942,377.602,0.48146,0.373433234,43.85964912,33.33333333,5.263157895,14.03508772,3.50877193,0,745,5.80296E-06,0.172900942
4.42587,4.8407,1.093728465,342.192,0.47514,0.366778855,43.85964912,33.33333333,5.263157895,14.03508772,3.50877193,0,745,5.7726E-06,0.170964779
3.96607,5.99897,1.5125729,1400.3,0.59024,0.598945675,50.60240964,36.14457831,10.84337349,0,2.409638554,0,649,3.94595E-06,0.17047364
3.95118,4.8017,1.215257214,1098.29,0.5692,0.557902475,44,36,8,8,4,0,469,3.08205E-06,0.144557435
3.93215,4.79076,1.21835637,1056.54,0.5625,0.553075592,44,36,8,8,4,0,469,2.92736E-06,0.138350187
3.84654,4.72449,1.228244084,953.91,0.57384,0.554247356,44,36,8,8,4,0,469,2.65079E-06,0.125606219
4.36754,6.24558,1.429999496,1021.47,0.56026,0.462207336,31.57894737,25.26315789,25.26315789,12.63157895,5.263157895,0,325,4.21043E-06,0.166950253
5.92513,6.70189,1.131095858,1313.32,0.59328,0.559645316,43.83561644,27.39726027,5.479452055,19.17808219,4.109589041,0,353,5.44083E-06,0.214129453
6.13056,7.34002,1.197283772,1187.87,0.60842,0.497375864,41.02564103,25.64102564,0,25.64102564,7.692307692,0,529,2.94021E-06,0.133120063
5.09863,5.85157,1.147674964,857.17,0.52504,0.421492048,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.10403E-06,0.182564214
5.08135,5.82926,1.147187263,855.842,0.52928,0.425100597,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.18298E-06,0.184462112
5.09946,5.85717,1.148586321,865.084,0.53044,0.427305536,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.13162E-06,0.184007293
5.11703,5.87678,1.148474799,873.111,0.5313,0.428727053,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.14552E-06,0.185027677
5.13983,5.91316,1.150458284,885.419,0.5329,0.431651763,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.09017E-06,0.184536506
5.16221,5.94737,1.152097648,895.754,0.5343,0.433896378,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.09769E-06,0.185863766
5.17875,5.98426,1.155541395,904.95,0.5356,0.436163455,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.06079E-06,0.185073328
5.19329,6.01552,1.158325455,910.819,0.5362,0.436997253,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.07291E-06,0.183732541
5.21694,6.03525,1.156856318,923.473,0.53798,0.439979063,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.02887E-06,0.185490104
5.23566,6.04424,1.154437072,933.222,0.53918,0.441816826,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.01121E-06,0.185822342
4.98095,5.79441,1.163314227,843.392,0.5222,0.422362057,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,4.7243E-06,0.174011417
5.0814,5.83014,1.147349156,863.004,0.52876,0.428541326,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,4.92164E-06,0.178959477
5.11958,5.8948,1.151422578,867.018,0.52992,0.42888013,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649,5.07058E-06,0.183800172
10.90932,11.71715,1.074049528,1241.32,0.66484,0.545192134,44.44444444,11.11111111,0,33.33333333,11.11111111,0,757,2.24436E-06,0.109127467
4.72102,7.39108,1.565568458,658.585,0.5001,0.333355553,45.06437768,27.46781116,17.59656652,0,9.871244635,0,1169,6.72927E-07,0.032793324
5.3287,7.61133,1.428365267,1624.98,0.616,0.576013166,45.45454545,22.72727273,0,25,6.818181818,0,721,2.41085E-06,0.114226164
5.25908,8.65094,1.64495311,1451.89,0.6194,0.542866658,41.37931034,20.68965517,6.896551724,24.13793103,6.896551724,0,1729,2.44063E-06,0.110489694
5.24839,8.7496,1.667101721,1258.56,0.59698,0.509190471,39.39393939,27.27272727,6.060606061,21.21212121,6.060606061,0,1633,2.72076E-06,0.117628829
4.60012,8.7337,1.898580907,1013.91,0.61736,0.441065943,36.58536585,24.3902439,30.48780488,0,8.536585366,0,481,1.27207E-06,0.061619165
4.51126,8.681,1.924296095,978.125,0.61456,0.433717254,36.58536585,24.3902439,30.48780488,0,8.536585366,0,481,1.23979E-06,0.060155234
4.8515,6.55849,1.351847882,1044.66,0.58632,0.539914361,48.97959184,24.48979592,4.081632653,20.40816327,2.040816327,0,649,3.58891E-06,0.156872243
4.8064,6.5379,1.360248835,1011.31,0.58402,0.535081451,48.97959184,24.48979592,4.081632653,20.40816327,2.040816327,0,649,3.6027E-06,0.158558037
4.74684,6.35636,1.339071888,721.481,0.57544,0.550044448,48.97959184,24.48979592,4.081632653,20.40816327,2.040816327,0,649,3.44295E-06,0.15527329
3.82141,5.20561,1.362222321,450.986,0.5057,0.391945622,31.03448276,41.37931034,13.79310345,10.34482759,3.448275862,0,217,9.13139E-06,0.200539508
3.97386,4.65881,1.172363898,385.142,0.48092,0.356929745,31.03448276,41.37931034,13.79310345,10.34482759,3.448275862,0,289,1.18273E-05,0.19172449
5.90394,6.37918,1.080495398,3144.4,0.67094,0.834233748,49.05660377,22.64150943,11.32075472,7.547169811,1.886792453,7.547169811,481,4.57674E-06,0.218776702
6.02432,6.70534,1.113045124,3147.24,0.6914,0.949323638,49.05660377,26.41509434,11.32075472,7.547169811,1.886792453,3.773584906,457,4.26418E-06,0.205275626
6.10812,7.03668,1.152020589,3192.76,0.69742,0.970778647,49.05660377,26.41509434,11.32075472,7.547169811,1.886792453,3.773584906,457,4.24378E-06,0.205266871
6.06191,6.7853,1.119333675,3509.48,0.69604,0.973932025,49.05660377,26.41509434,11.32075472,7.547169811,1.886792453,3.773584906,457,4.37639E-06,0.211014367
5.54396,6.1215,1.104174633,2915.62,0.6677,0.839993609,45.61403509,24.56140351,14.03508772,14.03508772,1.754385965,0,457,4.52484E-06,0.21421458
6.03585,6.62054,1.096869538,3510.05,0.69084,0.967344898,45.61403509,31.57894737,14.03508772,7.01754386,1.754385965,0,409,5.14489E-06,0.244225893
6.15135,7.15818,1.163676266,3471.53,0.70926,1.052609708,49.05660377,30.18867925,11.32075472,7.547169811,1.886792453,0,433,4.37663E-06,0.211321127
7.4886,8.47321,1.131481185,699.847,0.5552,0.376690255,27.5862069,31.03448276,0,35.63218391,5.747126437,0,169,7.92926E-07,0.03849751
4.17287,9.86717,2.364600383,933.427,0.53478,0.49142185,46.15384615,35.8974359,5.128205128,10.25641026,2.564102564,0,793,1.97029E-06,0.087339046
3.84524,4.35737,1.133185445,455.325,0.42706,0.334340651,43.47826087,34.7826087,8.695652174,10.86956522,2.173913043,0,1345,3.66952E-06,0.138215978
6.73703,10.80219,1.603405358,1015.92,0.62958,0.392166389,45.97701149,0,9.195402299,18.3908046,16.09195402,1.149425287,481,4.05375E-07,0.020290696
5.40684,6.69877,1.238943634,2542.13,0.68372,0.778185493,55.81395349,20.93023256,0,18.60465116,4.651162791,0,937,6.04804E-06,0.267755442
6.58612,8.70901,1.322327865,2154.68,0.66892,0.771228025,52.67175573,32.0610687,0,13.74045802,1.526717557,0,769,4.02115E-06,0.186323014
4.4269,4.8597,1.097765931,419.374,0.44758,0.324171248,54.83870968,30.64516129,0,12.90322581,1.612903226,0,1177,1.02374E-05,0.174856076
4.44534,6.9711,1.568181511,1218.34,0.58306,0.532304743,53.78151261,31.93277311,1.680672269,10.08403361,2.521008403,0,721,6.97339E-06,0.230578827
4.51348,6.77119,1.500214912,1263.82,0.59344,0.56074837,53.65853659,32.5203252,1.62601626,9.756097561,2.43902439,0,737,6.24252E-06,0.218255719
4.14038,4.96285,1.198646018,498.202,0.59574,0.317572178,28.57142857,0,28.57142857,0,14.28571429,0,257,1.25481E-06,0.05814897
6.67302,7.23927,1.084856632,1871.51,0.63436,0.771493793,46.47887324,39.43661972,0,12.67605634,1.408450704,0,609,4.78787E-06,0.199965891
4.5384,7.41662,1.634192667,1664.93,0.6219,0.62798581,53.57142857,19.04761905,3.571428571,21.42857143,2.380952381,0,1185,3.42874E-06,0.153965918
3.93383,4.68396,1.190686939,282.2,0.46984,0.277681574,50.84745763,23.72881356,0,20.33898305,5.084745763,0,737,3.15455E-06,0.091331286
5.082,5.63348,1.108516332,521.901,0.47234,0.306211224,46.875,25,0,21.875,6.25,0,705,3.0904E-06,0.101405682
5.29972,6.29792,1.188349573,952.449,0.5666,0.454600159,40.57971014,20.28985507,5.797101449,28.98550725,4.347826087,0,505,2.88614E-06,0.110242118
11.33443,13.26482,1.170312049,3691.09,0.75142,1.25760038,50,25,8.333333333,8.333333333,1.041666667,6.25,577,5.92975E-06,0.253915038
4.26108,9.59156,2.250969238,1847.74,0.70302,0.684417531,43.75,18.75,6.25,25,6.25,0,705,2.09833E-06,0.103786589
4.33657,9.35233,2.156619171,1782.03,0.69862,0.671472372,41.79104478,20.89552239,5.970149254,25.37313433,5.970149254,0,673,1.97444E-06,0.100353994
6.87207,7.46367,1.086087598,1860.54,0.62944,0.682947577,43.88714734,42.00626959,3.134796238,8.150470219,2.821316614,0,1169,3.44215E-06,0.148620701
10.38181,17.46562,1.682328997,1749.11,0.68952,0.877206151,43.42581423,41.25452352,2.171290712,9.650180941,3.498190591,0,379,2.92277E-06,0.12354173
7.43748,13.09568,1.760768432,3540.39,0.76008,1.304063618,55.38461538,30.76923077,0,12.30769231,1.538461538,0,937,4.31457E-06,0.20121112
29.92948,33.62157,1.123359644,3130.55,0.91874,3.822922388,46.15384615,23.07692308,5.769230769,19.23076923,5.769230769,0,145,3.84851E-06,0.181872525
4.34787,5.68172,1.306782401,233.587,0.4438,0.2297042,39.25233645,22.42990654,5.607476636,27.10280374,5.607476636,0,721,1.12953E-06,0.046630015
7.41793,8.13737,1.096986626,1348.11,0.66434,0.54021923,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,2.37412E-06,0.112304915
7.9025,8.59245,1.087307814,1439.66,0.67802,0.569147731,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,2.37565E-06,0.112457382
7.23133,8.11684,1.122454652,1323.65,0.66194,0.530864297,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385,2.3789E-06,0.110924023
5.54861,7.76038,1.398616951,2600.29,0.71286,0.842122424,48.48484848,18.18181818,0,27.27272727,6.060606061,0,625,3.10642E-06,0.152329525
6.51816,7.29309,1.118887846,2916.37,0.71026,0.883731116,48.48484848,18.18181818,0,27.27272727,6.060606061,0,625,3.53528E-06,0.166632994
4.74765,7.05179,1.485322212,2383.17,0.66818,0.737715597,48.48484848,18.18181818,0,27.27272727,6.060606061,0,833,4.31474E-06,0.196882685
4.59254,6.30412,1.37268701,929.892,0.53316,0.480142649,53.65853659,31.70731707,2.43902439,9.756097561,2.43902439,0,745,6.29737E-06,0.19316781
8.77545,9.48772,1.081166208,1444.7,0.60988,0.655645357,52.27272727,29.54545455,6.818181818,9.090909091,2.272727273,0,793,5.22494E-06,0.165246379
7.20173,9.5586,1.327264421,1712.04,0.63304,0.732547832,46.15384615,29.37062937,13.98601399,8.391608392,2.097902098,0,541,3.2535E-06,0.149158593
4.83507,6.24379,1.291354624,1028.09,0.52362,0.489607002,53.57142857,35.71428571,1.785714286,7.142857143,1.785714286,0,641,8.68934E-06,0.263981149
8.47633,12.69722,1.497961972,2774.03,0.75358,1.049148101,36.73469388,24.48979592,30.6122449,2.040816327,6.12244898,0,769,2.17197E-06,0.107327937
8.43309,9.28425,1.100930975,728.637,0.51876,0.376981157,43.33333333,26.66666667,6.666666667,10,3.333333333,10,649,1.05841E-06,0.052360962
7.98715,8.81158,1.103219546,706.229,0.50302,0.355770251,43.33333333,26.66666667,6.666666667,10,3.333333333,10,649,1.05548E-06,0.051395442
9.40744,10.403,1.105826877,1411.07,0.62928,0.599794121,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.65331E-06,0.079695629
9.35961,10.33776,1.10450756,1392.25,0.62844,0.59573984,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.69378E-06,0.081860309
9.97547,11.05152,1.107869604,1577.74,0.64824,0.651459513,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.79213E-06,0.086843069
10.47029,11.58923,1.1068681,1524.77,0.64854,0.64805396,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.80772E-06,0.086747009
6.43068,8.32809,1.295055888,441.128,0.46418,0.299060001,42.42424242,24.24242424,6.060606061,9.090909091,3.03030303,15.15151515,721,6.15299E-07,0.030344107
6.96591,7.84736,1.126537667,403.568,0.4536,0.287539936,42.42424242,24.24242424,6.060606061,9.090909091,3.03030303,15.15151515,721,3.45642E-07,0.017367916
4.08548,5.13622,1.257188874,574.94,0.50424,0.315191369,37.5,16.66666667,16.66666667,20.83333333,8.333333333,0,505,3.09039E-06,0.129517104
4.14656,5.22313,1.259629669,616.431,0.49902,0.334777942,37.5,16.66666667,16.66666667,20.83333333,8.333333333,0,505,2.85482E-06,0.121980742
9.2057,10.20459,1.108507772,1371.93,0.62468,0.584457626,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.6637E-06,0.080593457
9.48819,10.44819,1.101178412,1437.21,0.63308,0.608321322,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.66771E-06,0.081545498
9.56428,10.54817,1.102871309,1453.62,0.6352,0.614129226,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.72823E-06,0.082727703
9.40181,10.39839,1.105998739,1428.06,0.63216,0.605430254,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.71275E-06,0.082937894
9.87565,10.8347,1.097112595,1526.33,0.64882,0.64726656,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.92226E-06,0.091592812
9.87705,10.85037,1.098543593,1542.99,0.64998,0.651529337,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.86476E-06,0.089912236
10.66498,11.70294,1.097324139,1431.45,0.64252,0.634568852,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505,1.74372E-06,0.084570915
4.59542,6.74859,1.468546945,932.208,0.51936,0.493721065,45.63758389,39.59731544,5.369127517,8.053691275,1.342281879,0,617,5.25623E-06,0.176721155
5.03504,6.78768,1.348088595,3086.72,0.70834,0.866298218,42.85714286,14.28571429,0,28.57142857,9.523809524,4.761904762,361,2.22758E-06,0.110689564
8.60837,10.10622,1.173999259,1647.45,0.64676,0.74201039,55.55555556,25.92592593,0,14.81481481,3.703703704,0,553,2.77206E-06,0.131680553
5.39444,6.71846,1.245441603,1488.37,0.57132,0.580781512,55.10204082,32.65306122,2.040816327,8.163265306,2.040816327,0,609,4.15887E-06,0.165719374
4.31062,12.85599,2.982399284,2727.19,0.72812,0.98780238,40.81632653,28.57142857,2.721088435,24.48979592,3.401360544,0,1249,2.58661E-06,0.123839181
4.51803,5.60643,1.240901455,1631.33,0.63906,0.616317871,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,4.40405E-06,0.193529217
4.82285,6.0154,1.247270805,1550.51,0.6447,0.628203379,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.8952E-06,0.172638214
4.79581,7.46662,1.556904882,2182.38,0.66268,0.656053856,43.75,20.83333333,4.166666667,25,6.25,0,385,4.34247E-06,0.197513089
6.11185,6.70042,1.096299811,1879.91,0.66816,0.698316082,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,3.1708E-06,0.150177531
4.08263,5.24587,1.284924179,1565.62,0.62306,0.577870525,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,4.42308E-06,0.19103302
6.36524,9.30232,1.461424864,1779.13,0.67918,0.762013966,47.78761062,15.92920354,0,31.85840708,4.424778761,0,721,2.57337E-06,0.122343924
4.41204,5.41797,1.227996573,1645.49,0.64194,0.62857031,47.36842105,15.78947368,0,31.57894737,5.263157895,0,541,4.13131E-06,0.186069164
5.99656,6.60161,1.100899516,196.721,0.29804,0.168706343,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,673,7.94881E-07,0.029375457
6.00286,6.60769,1.100756973,196.813,0.28878,0.160858715,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,8.18036E-07,0.029118508
5.99281,6.59075,1.099776232,187.145,0.27768,0.151557989,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,8.27506E-07,0.028943506
5.97328,6.56118,1.098421638,186.454,0.27202,0.14730059,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,8.39149E-07,0.02928946
5.98797,6.54806,1.093535873,182.359,0.26474,0.141681295,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,8.6135E-07,0.029334021
5.95918,6.51649,1.093521256,178.379,0.26072,0.138495944,48.64864865,32.43243243,5.405405405,10.81081081,2.702702703,0,769,8.61807E-07,0.02875716
4.92598,7.45171,1.512736552,1626.67,0.64164,0.600443567,37.97468354,25.3164557,31.64556962,1.265822785,3.797468354,0,641,3.21277E-06,0.146029431
4.4337,4.76594,1.074935156,661.325,0.51214,0.341941859,27.77777778,11.11111111,55.55555556,0,5.555555556,0,385,9.9152E-06,0.221386946
4.16045,4.8198,1.158480453,316.75,0.42588,0.293285586,54.90196078,23.52941176,7.843137255,0,1.960784314,0,1057,3.86191E-06,0.097190154
8.68185,10.16266,1.170563878,1629.05,0.63888,0.710065485,43.20987654,35.80246914,1.234567901,16.04938272,3.703703704,0,985,2.39517E-06,0.10752421
11.12419,11.38543,1.023483957,4276.21,0.82832,1.894099461,58.06451613,19.35483871,0,19.35483871,3.225806452,0,481,3.07095E-06,0.151921648
4.66248,6.42799,1.378663286,851.565,0.50294,0.41710068,44.06779661,27.11864407,16.94915254,6.779661017,3.389830508,1.694915254,865,5.07825E-06,0.183283576
4.36115,6.66763,1.528869679,2030.1,0.66286,0.634224752,52.27272727,20.45454545,0,22.72727273,4.545454545,0,593,4.61041E-06,0.201976862
8.26373,8.56972,1.037028073,2176.34,0.68332,0.781511442,48.7804878,29.26829268,0,17.07317073,4.87804878,0,673,3.83294E-06,0.16978515
6.32962,7.02111,1.109246685,1696.91,0.63216,0.567096965,45,15,0,32.5,7.5,0,541,3.92271E-06,0.179150164
7.00364,8.30223,1.185416441,611.339,0.56828,0.377657418,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,7.86132E-07,0.037444428
6.95114,8.25017,1.186880138,612.662,0.56914,0.379644329,28.91566265,28.91566265,0,36.14457831,6.024096386,0,433,7.56579E-07,0.035472726
6.70397,15.43787,2.302795209,2986.95,0.74864,1.026164002,46.95652174,19.13043478,7.826086957,20.86956522,5.217391304,0,345,4.09387E-06,0.187970921
5.82029,10.38317,1.783960937,2879.82,0.72524,0.947723863,50,25,2.272727273,18.18181818,4.545454545,0,793,4.44268E-06,0.201281897
5.69918,10.59453,1.858956903,2857.26,0.71932,0.935669168,50,25,2.272727273,18.18181818,4.545454545,0,793,4.3404E-06,0.197187798
9.81587,15.6839,1.597810484,1683.79,0.72948,0.981440248,34.7826087,11.5942029,46.37681159,0,5.797101449,1.449275362,481,2.85701E-06,0.13416796
