PLD,LCD,LCD/PLD,ASA,Porosity,PV,C%,H%,N%,O%,Metal%,Halogen%,TDU,KCH4,NCH4 0.1 Bar (mol/kg)
10.60987,16.88394,1.59,4491.91,0.82904,1.855455986,45.62211982,33.1797235,0,17.51152074,3.686635945,0,1513.00,6.00069E-06,0.029935662
5.39638,6.49431,1.20,2258.29,0.72602,0.666985145,80,0,0,0,20,0,577.00,2.86808E-06,0.014220889
5.07662,5.98913,1.18,410.898,0.51786,0.394665244,44.03669725,36.69724771,7.339449541,7.339449541,2.752293578,0,897.00,1.62523E-05,0.079003328
5.85889,6.71051,1.15,1613.43,0.60748,0.573462221,41.17647059,27.45098039,11.76470588,15.68627451,3.921568627,0,449.00,1.51837E-05,0.074434962
8.03964,10.85901,1.35,1199.88,0.62,0.600112279,40,28,20,8,4,0,1249.00,1.14226E-05,0.056608476
13.37948,15.24588,1.14,2208.06,0.72862,0.937599728,33.33333333,30.55555556,25,5.555555556,5.555555556,0,625.00,6.59995E-06,0.032915889
13.37931,15.27666,1.14,2195.83,0.7279,0.936673221,33.33333333,30.55555556,25,5.555555556,5.555555556,0,625.00,6.53966E-06,0.032323389
3.9878,5.04878,1.27,447.07,0.45794,0.294920013,28.57142857,19.04761905,28.57142857,19.04761905,4.761904762,0,481.00,1.65175E-05,0.079759668
5.67473,7.21449,1.27,2484.96,0.66112,0.762146303,55.17241379,31.03448276,10.34482759,0,3.448275862,0,737.00,9.64907E-06,0.048235946
5.72761,7.18513,1.25,2353.59,0.65292,0.727562856,59.25925926,25.92592593,11.11111111,0,3.703703704,0,1201.00,1.22404E-05,0.060538715
3.84153,6.28733,1.64,1213.14,0.56778,0.528221492,47.25274725,32.96703297,9.89010989,3.296703297,2.197802198,3.296703297,673.00,1.76918E-05,0.0873101
4.24018,6.45593,1.52,1371.59,0.583,0.541967631,47.25274725,32.96703297,9.89010989,3.296703297,2.197802198,3.296703297,673.00,1.63373E-05,0.080331358
4.01365,6.1387,1.53,1015.34,0.54812,0.482712461,46.66666667,33.33333333,10,0,2.222222222,6.666666667,649.00,2.38351E-05,0.116003359
4.17814,6.05356,1.45,1223.59,0.57036,0.532067129,47.72727273,34.09090909,10.22727273,0,2.272727273,4.545454545,973.00,2.16099E-05,0.106159398
4.18536,6.18603,1.48,1398.86,0.58552,0.534794721,46.66666667,33.33333333,10,0,2.222222222,6.666666667,973.00,1.75775E-05,0.087202893
5.40179,17.36935,3.22,1369.1,0.65458,0.629180003,40,24,16,16,4,0,1345.00,6.37231E-06,0.031277801
6.88703,7.22845,1.05,2157.64,0.65106,0.763575974,41.17647059,35.29411765,5.882352941,14.70588235,2.941176471,0,385.00,1.20336E-05,0.060139658
5.04414,5.42608,1.08,555.352,0.49488,0.340828794,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505.00,2.83754E-05,0.13025777
4.96809,5.35034,1.08,535.361,0.4913,0.335179904,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505.00,0.00002913,0.135731551
4.91867,5.41931,1.10,522.04,0.48704,0.331333252,39.43661972,39.43661972,8.450704225,0,7.042253521,0,505.00,0.000028629,0.130938621
4.12193,5.72746,1.39,1426.73,0.60832,0.500617213,39.43661972,36.61971831,2.816901408,16.90140845,4.225352113,0,481.00,2.26113E-05,0.110609103
4.3241,5.85565,1.35,1759.67,0.63622,0.571554342,40,37.33333333,2.666666667,16,4,0,513.00,2.03321E-05,0.098999737
5.08946,6.15959,1.21,1921.4,0.63582,0.657624188,40,37.33333333,2.666666667,16,4,0,513.00,1.84694E-05,0.089945739
3.81827,4.75858,1.25,973.866,0.57852,0.587384812,56.14035088,28.07017544,0,14.03508772,1.754385965,0,769.00,4.13361E-05,0.19870989
5.3381,17.26438,3.23,1365.23,0.65374,0.621892866,40,24,16,16,4,0,1345.00,6.53044E-06,0.031761755
3.98975,5.27749,1.32,1390.86,0.56922,0.517054383,42.25352113,33.8028169,2.816901408,16.90140845,4.225352113,0,433.00,2.80159E-05,0.13825881
5.82511,8.22407,1.41,1966.29,0.64012,0.759251945,31.53846154,49.23076923,6.153846154,9.230769231,3.846153846,0,145.00,1.49039E-05,0.072726787
4.07145,4.95936,1.22,1747.55,0.62506,0.588125706,38.0952381,9.523809524,19.04761905,19.04761905,4.761904762,0,505.00,2.36832E-05,0.116621851
4.17002,4.59875,1.10,1891.82,0.62386,0.624171462,38.0952381,9.523809524,19.04761905,19.04761905,4.761904762,0,505.00,1.90962E-05,0.094424757
4.54759,6.09249,1.34,694.433,0.55558,0.340748373,22.22222222,33.33333333,0,33.33333333,11.11111111,0,109.00,5.02668E-06,0.024990528
5.80307,7.09205,1.22,2694.63,0.70076,0.742127681,29.78723404,25.53191489,34.04255319,0,6.382978723,4.255319149,257.00,6.1853E-06,0.030205445
4.50914,6.68622,1.48,2111.83,0.63912,0.829344188,43.07692308,43.07692308,12.30769231,0,1.538461538,0,449.00,3.28952E-05,0.158801889
6.04263,8.1775,1.35,1425.79,0.6423,0.638894691,35.29411765,35.29411765,23.52941176,0,5.882352941,0,361.00,2.26109E-05,0.11014164
5.8492,6.22843,1.06,961.354,0.55302,0.416214467,34.61538462,42.30769231,7.692307692,11.53846154,3.846153846,0,281.00,2.68532E-05,0.1325977
8.95436,10.37122,1.16,1905.44,0.66448,0.84431913,29.78723404,42.55319149,25.53191489,0,2.127659574,0,325.00,7.1902E-06,0.035737403
5.75735,8.09273,1.41,1691.02,0.62226,0.630351188,55.28455285,29.26829268,0,13.00813008,2.43902439,0,801.00,1.18966E-05,0.05930806
4.59261,7.82021,1.70,1157.73,0.56586,0.52942002,54.45544554,28.71287129,0,13.86138614,2.97029703,0,649.00,1.80162E-05,0.088118557
5.21425,7.10002,1.36,1623,0.60756,0.644152363,52.89256198,31.40495868,3.305785124,9.917355372,2.479338843,0,541.00,3.62119E-05,0.172441669
4.56435,4.73101,1.04,98.9464,0.40368,0.272521063,46.89655172,30.34482759,13.79310345,5.517241379,2.068965517,1.379310345,553.00,7.02912E-06,0.032731731
5.17244,6.68492,1.29,934.123,0.55168,0.473960034,52.67175573,32.0610687,0,13.74045802,1.526717557,0,769.00,5.48701E-05,0.241287006
4.57892,5.0786,1.11,157.124,0.37312,0.177460702,25.71428571,24.28571429,7.142857143,28.57142857,7.142857143,0,457.00,1.94651E-06,0.009537329
11.20267,15.42527,1.38,2234.71,0.69194,0.870985974,46.875,23.4375,0,25,4.6875,0,1081.00,2.26011E-05,0.107187378
5.28318,6.67259,1.26,846.121,0.4984,0.436963002,45.09803922,37.25490196,3.921568627,11.76470588,1.960784314,0,865.00,2.29496E-05,0.11152678
4.60575,6.30239,1.37,1713.6,0.62758,0.63237339,47.70642202,27.52293578,20.18348624,0,4.587155963,0,667.00,6.50781E-06,0.032731319
4.27883,6.09971,1.43,2055.59,0.65468,0.691170338,44.66019417,23.30097087,27.18446602,0,4.854368932,0,409.00,6.24517E-06,0.03135914
4.47662,6.17269,1.38,1232.55,0.66926,0.532117386,46.51162791,0,37.20930233,0,16.27906977,0,641.00,1.69691E-06,0.008305508
4.18996,6.86464,1.64,1485.11,0.59788,0.6421974,42.85714286,34.28571429,11.42857143,8.571428571,2.857142857,0,433.00,2.34452E-05,0.114532893
3.92126,8.48171,2.16,1301.69,0.60702,0.681209123,39.3442623,39.3442623,19.67213115,0,1.639344262,0,577.00,9.89403E-06,0.049074908
4.68972,5.76197,1.23,858.976,0.50026,0.38774134,43.47826087,28.98550725,5.797101449,17.39130435,2.898550725,0,961.00,2.39842E-05,0.112920846
4.9879,7.68451,1.54,1711.12,0.60526,0.603070853,43.75,39.0625,3.125,12.5,1.5625,0,373.00,1.74633E-05,0.086513309
4.04124,5.81423,1.44,418.996,0.4479,0.329486019,51.28205128,30.76923077,1.282051282,10.25641026,1.282051282,0,1009.00,2.49041E-05,0.11818974
5.34529,6.13698,1.15,739.88,0.51224,0.406056282,52.30769231,27.69230769,0,12.30769231,1.538461538,0,1201.00,4.85825E-05,0.225658878
4.72083,6.06791,1.29,1143.91,0.56796,0.4696213,49.23076923,21.53846154,0,24.61538462,4.615384615,0,801.00,1.91838E-05,0.095567162
4.33779,5.28957,1.22,1257.62,0.58536,0.611741346,55.10204082,30.6122449,0,12.24489796,2.040816327,0,469.00,2.65238E-05,0.128277795
6.32995,13.3149,2.10,5130.94,0.7777,1.560293079,40.57971014,40.57971014,11.5942029,5.797101449,1.449275362,0,169.00,9.37878E-06,0.046958092
5.12827,8.22186,1.60,1843.97,0.62186,0.656710302,43.75,39.0625,3.125,12.5,1.5625,0,373.00,1.53318E-05,0.075122903
5.1093,8.2386,1.61,1814.33,0.61632,0.633477745,43.75,39.0625,3.125,12.5,1.5625,0,373.00,1.57317E-05,0.07800996
6.09535,6.69718,1.10,690.644,0.53236,0.430628357,45.28301887,30.18867925,11.32075472,7.547169811,3.773584906,0,769.00,9.2337E-06,0.045982036
6.10275,6.68707,1.10,689.39,0.53246,0.430709247,45.28301887,30.18867925,11.32075472,7.547169811,3.773584906,0,769.00,9.52967E-06,0.047700946
4.31032,5.44718,1.26,1375.16,0.61104,0.641163799,46.72897196,37.38317757,9.345794393,0,1.869158879,0,481.00,3.80097E-05,0.185245335
4.51007,4.85912,1.08,409.047,0.45794,0.379721225,31.57894737,45.61403509,7.01754386,14.03508772,1.754385965,0,241.00,1.50437E-05,0.071047729
15.32514,16.10036,1.05,2313.87,0.72952,1.081837784,49.36708861,37.97468354,0,11.39240506,1.265822785,0,769.00,1.34819E-05,0.065948061
7.48414,8.69308,1.16,2702.7,0.70186,0.927322766,50.66666667,36,0,12,1.333333333,0,785.00,1.45537E-05,0.071247942
7.52003,15.98104,2.13,2330.88,0.75964,1.034125994,38.29787234,25.53191489,31.91489362,0,4.255319149,0,577.00,8.92484E-06,0.044226042
6.30446,11.05938,1.75,2356.01,0.72756,0.79170643,35.82089552,23.88059701,29.85074627,0,5.970149254,4.47761194,513.00,6.92994E-06,0.034645266
7.16835,7.6136,1.06,1301.87,0.63844,0.50001958,33.8028169,22.53521127,28.16901408,0,7.042253521,8.450704225,385.00,3.82014E-06,0.018799585
4.82624,5.27869,1.09,718.216,0.51358,0.379479525,35.71428571,35.71428571,14.28571429,7.142857143,3.571428571,0,361.00,0.000179261,0.697968727
7.33598,9.61074,1.31,3504.22,0.78594,1.185449532,30,0,0,60,10,0,193.00,1.8198E-06,0.009137677
4.30482,5.83475,1.36,574.268,0.51776,0.426034724,52.27272727,34.09090909,4.545454545,6.818181818,2.272727273,0,1985.00,4.31381E-05,0.190983283
10.84779,23.87093,2.20,1763.03,0.8023,0.880443788,24.61538462,49.23076923,8.717948718,0,8.717948718,8.717948718,1.00,1.83111E-06,0.009111724
8.62891,13.64672,1.58,2198.65,0.7388,0.906809046,38.46153846,35.8974359,20.51282051,0,5.128205128,0,513.00,3.56564E-06,0.01773808
7.65386,20.68684,2.70,1557.34,0.71004,0.750993953,28.57142857,19.04761905,28.57142857,19.04761905,4.761904762,0,769.00,3.0605E-06,0.015235369
3.86824,6.00262,1.55,580.423,0.49896,0.380885496,39.08045977,32.18390805,6.896551724,18.3908046,3.448275862,0,961.00,1.78558E-05,0.08647442
4.64507,7.33297,1.58,1859.57,0.61888,0.646035454,48.93617021,34.04255319,4.255319149,10.63829787,2.127659574,0,481.00,2.39555E-05,0.118972759
7.72525,9.17432,1.19,3262.57,0.77592,1.093313193,30,0,0,60,10,0,385.00,1.92146E-06,0.009522825
8.41122,9.46604,1.13,3298.93,0.7777,1.116438651,30,0,0,60,10,0,385.00,1.92785E-06,0.009534418
5.78982,6.67771,1.15,1342.11,0.61374,0.492560312,42.5,22.5,0,30,5,0,401.00,1.70883E-05,0.084159206
4.9377,6.46175,1.31,850.678,0.54208,0.36567728,25,33.33333333,0,16.66666667,4.166666667,0,217.00,1.24335E-05,0.061745258
3.80751,4.67375,1.23,272.22,0.46228,0.349468178,39.45409429,35.73200993,5.955334988,17.86600496,0.992555831,0,1393.00,4.58077E-05,0.201447857
4.16158,5.62453,1.35,1214.78,0.62338,0.579263307,47.61904762,9.523809524,0,38.0952381,4.761904762,0,649.00,1.85132E-05,0.090685964
4.93156,8.83128,1.79,615.883,0.45152,0.314608621,49.24012158,25.53191489,0,22.49240122,2.73556231,0,481.00,2.08611E-05,0.090894372
3.94509,5.74545,1.46,1030.1,0.62448,0.453129195,33.87096774,38.70967742,9.677419355,11.29032258,6.451612903,0,433.00,8.33987E-06,0.041495573
7.49363,8.21847,1.10,1365.5,0.66292,0.540369582,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385.00,6.75656E-06,0.033520601
7.97124,8.46005,1.06,1391.06,0.6707,0.553876392,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,385.00,7.12276E-06,0.035379433
10.72535,11.49557,1.07,1284.96,0.63322,0.553040228,44.44444444,11.11111111,0,33.33333333,11.11111111,0,1009.00,4.80234E-06,0.02386408
4.11372,6.18049,1.50,1405.07,0.60906,0.622620678,46.2962963,37.03703704,9.259259259,0,1.851851852,5.555555556,811.00,2.66353E-05,0.128917845
3.9654,4.84037,1.22,449.023,0.45642,0.322674604,41.55844156,31.16883117,7.792207792,15.58441558,3.896103896,0,641.00,6.80238E-06,0.033735655
5.12114,5.62972,1.10,684.196,0.4795,0.39810702,43.03797468,40.50632911,2.53164557,10.12658228,2.53164557,0,649.00,1.03714E-05,0.051069868
12.0883,25.71531,2.13,5717.21,0.87874,3.035874687,60.60606061,24.24242424,0,12.12121212,3.03030303,0,385.00,6.90191E-06,0.034934544
9.03515,24.30948,2.69,4854.1,0.8463,2.213474918,58.06451613,25.80645161,0,12.90322581,3.225806452,0,337.00,7.70066E-06,0.038753032
5.5004,7.22153,1.31,1737.4,0.63576,0.684004919,38.98305085,32.20338983,16.94915254,6.779661017,3.389830508,0,973.00,2.66417E-05,0.129286564
9.59417,10.03253,1.05,2422.72,0.71136,1.016613432,48,32,16,0,4,0,257.00,0.000010952,0.054255088
4.08311,4.62887,1.13,350.528,0.50172,0.258803988,40,10,30,0,10,10,449.00,1.37755E-05,0.067908427
7.5238,15.37241,2.04,3665.39,0.78584,1.418465832,51.72413793,20.68965517,20.68965517,0,6.896551724,0,385.00,5.4958E-06,0.027769314
4.10574,5.59823,1.36,1225.04,0.5652,0.570980031,50,28.57142857,0,15.47619048,3.571428571,0,721.00,3.96434E-05,0.191754163
7.14037,7.26111,1.02,1568.98,0.59978,0.63226915,42.10526316,26.31578947,0,26.31578947,5.263157895,0,529.00,2.22134E-05,0.110298353
4.15962,9.30827,2.24,1450.44,0.6279,0.736219194,37.73584906,41.50943396,3.773584906,15.09433962,1.886792453,0,577.00,1.09493E-05,0.054852088
4.98225,5.35067,1.07,1162.1,0.62644,0.476311407,37.03703704,7.407407407,14.81481481,29.62962963,11.11111111,0,577.00,5.05897E-06,0.025147403
5.98763,7.19827,1.20,1013.47,0.5473,0.494832871,48.57142857,28.57142857,8.571428571,11.42857143,2.857142857,0,1153.00,2.11542E-05,0.102854184
8.62412,9.53782,1.11,357.829,0.44958,0.282254115,46.15384615,32.96703297,11.53846154,4.945054945,4.395604396,0,1297.00,1.33516E-06,0.006615808
8.46967,9.6196,1.14,398.36,0.4977,0.338031039,49.41176471,35.29411765,10.58823529,0,4.705882353,0,1297.00,2.98303E-06,0.015199519
6.37447,7.11031,1.12,707.2,0.53378,0.42265878,50.90909091,29.09090909,0,18.18181818,1.818181818,0,481.00,6.98224E-06,0.034468015
6.64572,13.26244,2.00,2236.64,0.7242,0.829366111,46.15384615,15.38461538,0,30.76923077,7.692307692,0,241.00,1.65834E-05,0.078359571
5.03113,7.25791,1.44,1063.91,0.57754,0.489810111,55.5984556,27.7992278,4.633204633,9.266409266,2.702702703,0,865.00,4.90098E-05,0.212732258
3.9387,8.06664,2.05,1308.91,0.62486,0.538913996,41.09589041,24.65753425,12.32876712,17.80821918,4.109589041,0,757.00,0.000026416,0.130490176
4.1722,8.02196,1.92,1260.67,0.64284,0.482670591,42,18,6,26,8,0,595.00,1.58178E-05,0.078566785
4.02298,7.77196,1.93,1572.43,0.63002,0.650895521,42,18,6,26,8,0,595.00,1.64062E-05,0.081215322
4.11171,5.83271,1.42,2270.73,0.66604,0.859343248,52.5,30,15,0,2.5,0,721.00,1.77379E-05,0.08747727
4.09487,7.2529,1.77,1406.77,0.60988,0.594430745,45.83333333,29.16666667,0,20.83333333,4.166666667,0,541.00,1.47451E-05,0.072563462
5.66826,5.97637,1.05,2010.05,0.64602,0.705179635,46.66666667,26.66666667,6.666666667,16.66666667,3.333333333,0,321.00,2.30791E-05,0.114668456
4.74827,7.60143,1.60,1533.82,0.60814,0.589762985,47.24409449,21.25984252,14.17322835,14.17322835,3.149606299,0,1117.00,2.03475E-05,0.099436195
5.08597,7.3712,1.45,422.263,0.44958,0.250063965,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325.00,1.26704E-05,0.060978538
5.0191,7.12952,1.42,367.426,0.42748,0.217066545,26.96629213,33.70786517,6.741573034,26.96629213,5.617977528,0,325.00,1.50097E-05,0.070606726
6.93986,11.04769,1.59,2200.05,0.71522,0.702056442,54.31034483,0,0,37.93103448,7.75862069,0,2017.00,7.93512E-06,0.039163737
4.96034,11.32674,2.28,2238.52,0.69538,0.827347759,52.05479452,21.91780822,0,21.91780822,4.109589041,0,481.00,1.78692E-05,0.087916883
4.51752,7.19899,1.59,1211.74,0.60686,0.51559898,32.43243243,38.73873874,1.801801802,16.21621622,7.207207207,1.801801802,697.00,1.03955E-05,0.051314644
4.51665,7.40345,1.64,1169.12,0.60854,0.514360578,30.63063063,38.73873874,3.603603604,16.21621622,7.207207207,1.801801802,601.00,1.01918E-05,0.050027146
4.07388,7.3635,1.81,1083.76,0.60462,0.492505946,41.30434783,21.73913043,2.898550725,19.56521739,9.420289855,2.898550725,2017.00,4.76147E-06,0.023734939
5.53694,6.12679,1.11,1033.03,0.54708,0.438003891,38.46153846,20.51282051,15.38461538,17.94871795,7.692307692,0,353.00,1.57038E-05,0.077549778
6.8337,8.47502,1.24,2109.46,0.66138,0.799629553,47.43589744,30.76923077,7.692307692,11.53846154,2.564102564,0,601.00,1.25329E-05,0.062708465
4.47989,7.1275,1.59,1228.02,0.6045,0.536794153,32.43243243,38.73873874,1.801801802,16.21621622,7.207207207,1.801801802,697.00,1.14319E-05,0.056419552
6.16089,10.92187,1.77,3037.7,0.73592,1.006759428,42.85714286,32.65306122,4.081632653,16.32653061,4.081632653,0,469.00,1.90742E-05,0.09303398
5.84135,7.18365,1.23,1355.31,0.62172,0.492357888,33.57664234,40.1459854,2.919708029,16.05839416,7.299270073,0,149.00,6.51295E-06,0.031960887
7.36684,8.35999,1.13,1662.69,0.64956,0.642282934,50.52631579,18.94736842,0,25.26315789,5.263157895,0,937.00,1.05861E-05,0.052987406
5.9051,9.9371,1.68,2682.5,0.683,0.922812104,46.15384615,33.33333333,7.692307692,10.25641026,2.564102564,0,553.00,1.03624E-05,0.051650098
3.9398,6.39369,1.62,826.808,0.57006,0.446423118,45.88744589,20.77922078,10.38961039,16.88311688,6.060606061,0,1313.00,1.86802E-05,0.092362542
4.07746,4.85832,1.19,575.974,0.53974,0.409604541,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505.00,1.56178E-05,0.076839505
4.0805,4.8576,1.19,580.151,0.5455,0.414107752,47.82608696,34.7826087,8.695652174,4.347826087,4.347826087,0,505.00,1.56288E-05,0.07669494
6.74867,8.34589,1.24,396.377,0.50082,0.225733899,32.14285714,21.42857143,26.78571429,0,12.5,7.142857143,865.00,3.95863E-06,0.019474193
9.6087,12.95456,1.35,4723.8,0.82074,1.968933297,47.05882353,35.29411765,8.823529412,5.882352941,2.941176471,0,321.00,6.15286E-06,0.030473504
4.41484,6.23164,1.41,636.247,0.49936,0.370819224,43.37349398,33.73493976,0,20.48192771,2.409638554,0,529.00,2.94796E-05,0.139588421
4.26157,5.95677,1.40,737.19,0.51338,0.396545731,36.7816092,29.88505747,13.79310345,13.79310345,5.747126437,0,685.00,2.26172E-05,0.109506751
5.7692,8.05193,1.40,979.698,0.61154,0.562542544,27.77777778,44.44444444,16.66666667,5.555555556,5.555555556,0,163.00,3.12316E-06,0.015597193
4.67009,7.68408,1.65,1560.43,0.63372,0.528756539,25,32.14285714,7.142857143,21.42857143,7.142857143,0,181.00,8.43631E-06,0.041952921
5.42004,6.08536,1.12,4089.71,0.73622,0.965129388,40,26.66666667,26.66666667,0,6.666666667,0,289.00,8.2237E-06,0.041000545
4.1551,4.69189,1.13,447.989,0.46676,0.391738215,43.53741497,39.45578231,5.442176871,9.523809524,2.040816327,0,631.00,7.72122E-06,0.038084789
3.88044,5.17721,1.33,493.955,0.47356,0.301997972,33.33333333,40.74074074,7.407407407,11.11111111,3.703703704,3.703703704,281.00,3.95388E-05,0.193614044
6.62352,8.17736,1.23,2011.59,0.63456,0.676500313,50,28.57142857,0,17.85714286,3.571428571,0,641.00,1.52874E-05,0.074848715
6.25435,6.94357,1.11,1489.94,0.58524,0.568989655,50,30.3030303,1.515151515,15.15151515,3.03030303,0,737.00,1.95461E-05,0.094702046
4.2277,6.92505,1.64,555.643,0.48582,0.412211409,37,42.5,17,0.5,3,0,1513.00,6.7205E-06,0.032532547
6.30544,9.34267,1.48,718.806,0.56916,0.449516649,49.52380952,30.47619048,3.80952381,11.42857143,3.80952381,0.952380952,865.00,1.72424E-05,0.084076257
5.62921,9.07189,1.61,988.957,0.58056,0.528545807,49.24623116,28.64321608,3.51758794,14.07035176,3.51758794,1.005025126,1113.00,1.31915E-05,0.064176205
4.46656,5.1693,1.16,1400,0.63682,0.598678211,25,42.85714286,25,0,7.142857143,0,73.00,4.98353E-06,0.024648709
4.73915,6.22529,1.31,1012.02,0.55374,0.507869249,51.48514851,31.68316832,1.98019802,11.88118812,2.97029703,0,1153.00,3.65867E-05,0.173430547
7.84648,9.66574,1.23,2115.98,0.6637,0.764336345,46.57534247,30.1369863,13.69863014,5.479452055,2.739726027,1.369863014,1105.00,4.01546E-06,0.020004804
4.04271,4.87289,1.21,1097.82,0.56076,0.501385884,52.38095238,33.33333333,7.142857143,4.761904762,2.380952381,0,721.00,3.96424E-05,0.192760556
8.40599,9.05788,1.08,2815.97,0.69858,0.988536553,54.54545455,30.3030303,0,12.12121212,3.03030303,0,937.00,8.61014E-06,0.043020923
3.87493,6.9282,1.79,789.023,0.56586,0.324291797,17.69911504,14.15929204,3.539823009,44.24778761,13.27433628,0,193.00,4.13157E-06,0.020653795
3.80214,5.49154,1.44,199.998,0.44942,0.263317631,29.19708029,23.35766423,5.839416058,27.73722628,13.13868613,0.729927007,385.00,8.71934E-06,0.041938172
4.94247,5.58258,1.13,229.233,0.3178,0.190765463,22.22222222,37.03703704,7.407407407,22.22222222,7.407407407,0,385.00,9.61359E-06,0.044972285
15.91754,28.43131,1.79,5411.14,0.90262,3.585610208,45.71428571,28.57142857,11.42857143,11.42857143,2.857142857,0,133.00,5.77491E-06,0.028998718
3.80435,4.81263,1.27,327.626,0.45666,0.275200829,22.22222222,22.22222222,0,44.44444444,11.11111111,0,217.00,4.96214E-06,0.024496896
4.34338,4.78823,1.10,699.872,0.55432,0.441176002,44.18604651,20.93023256,16.27906977,13.95348837,4.651162791,0,1045.00,8.00053E-05,0.367188061
4.18424,5.70734,1.36,948.378,0.56412,0.406628655,44.18604651,20.93023256,16.27906977,13.95348837,4.651162791,0,1045.00,3.24213E-05,0.155923249
4.0094,4.79099,1.19,250.827,0.4486,0.268642058,45.94594595,27.02702703,0,24.32432432,2.702702703,0,769.00,3.98845E-05,0.173564242
4.09471,4.83695,1.18,305.88,0.45314,0.283835163,48.64864865,27.02702703,0,21.62162162,2.702702703,0,833.00,4.55047E-05,0.199770063
4.04915,4.77714,1.18,241.373,0.44272,0.264787856,48.64864865,27.02702703,0,21.62162162,2.702702703,0,833.00,4.76135E-05,0.200962596
5.14447,6.30554,1.23,1136.98,0.56406,0.428103037,34.55882353,39.70588235,13.97058824,0,5.882352941,0,641.00,1.39522E-05,0.067741682
12.05657,12.5848,1.04,2189.48,0.70538,0.962595014,48.35164835,37.36263736,0,10.98901099,3.296703297,0,541.00,1.42209E-05,0.070590468
4.14066,7.95891,1.92,1218.86,0.62324,0.534593677,45.28301887,22.64150943,0,24.52830189,7.547169811,0,577.00,1.30042E-05,0.064590953
7.94194,15.08334,1.90,3734.86,0.80872,1.384220922,45.28301887,22.64150943,0,24.52830189,7.547169811,0,289.00,3.91574E-06,0.019406345
4.15104,7.88297,1.90,1221.08,0.62596,0.540585355,45.28301887,22.64150943,0,24.52830189,7.547169811,0,577.00,0.000013288,0.065660786
4.49793,6.30533,1.40,698.56,0.51788,0.443492931,27.77777778,48.14814815,19.44444444,0,4.62962963,0,145.00,7.55286E-06,0.037312545
6.57223,9.00136,1.37,2268.57,0.6981,0.817150683,35.29411765,35.29411765,23.52941176,0,5.882352941,0,385.00,1.30081E-05,0.063908624
4.81311,6.82644,1.42,1028.89,0.59484,0.520944082,35.29411765,35.29411765,23.52941176,0,5.882352941,0,721.00,1.99757E-05,0.095162758
6.86002,11.33189,1.65,3520.98,0.77556,1.193911293,46.75324675,23.37662338,23.37662338,0,6.493506494,0,433.00,6.84472E-06,0.034347513
5.52954,9.93245,1.80,1444.82,0.63396,0.603667943,51.53374233,29.44785276,0,14.72392638,2.45398773,0,961.00,1.32439E-05,0.066188622
4.653,7.45404,1.60,1953.24,0.61038,0.675863764,47.36842105,35.78947368,2.105263158,12.63157895,2.105263158,0,449.00,3.54981E-05,0.173096693
6.54623,8.04408,1.23,3045.52,0.71652,1.028206365,45.83333333,36.11111111,0,16.66666667,1.388888889,0,321.00,0.00001081,0.053394925
4.94333,6.18436,1.25,616.682,0.52748,0.400948631,46.03174603,31.74603175,4.761904762,12.6984127,4.761904762,0,913.00,3.19571E-05,0.151974012
5.10334,6.76103,1.32,1522.04,0.61098,0.56731912,47.52475248,23.76237624,0,23.76237624,4.95049505,0,577.00,1.30987E-05,0.063981927
5.58535,6.27871,1.12,379.282,0.43226,0.305806114,44.62809917,31.40495868,0,19.83471074,4.132231405,0,1121.00,5.03443E-06,0.02467809
3.90302,5.33619,1.37,475.051,0.5314,0.450186377,41.02564103,20.51282051,30.76923077,0,7.692307692,0,577.00,6.46356E-06,0.032096786
9.81645,10.15365,1.03,1291.56,0.64228,0.574351454,44.44444444,29.62962963,14.81481481,0,3.703703704,7.407407407,961.00,2.81276E-06,0.014054012
6.66429,17.06952,2.56,2737.54,0.74712,1.022584959,44.7761194,17.91044776,14.92537313,17.91044776,4.47761194,0,1537.00,0.000011452,0.056813905
3.82938,4.58192,1.20,348.513,0.47256,0.407628807,30.53435115,54.96183206,12.21374046,0,2.290076336,0,145.00,7.36077E-06,0.036059435
3.90242,5.11247,1.31,582.941,0.55168,0.367343406,47.05882353,23.52941176,0,23.52941176,5.882352941,0,769.00,1.76515E-05,0.085392937
3.87591,5.09985,1.32,574.235,0.5486,0.363966881,47.05882353,23.52941176,0,23.52941176,5.882352941,0,769.00,1.76168E-05,0.085812765
5.26051,6.30539,1.20,770.332,0.55648,0.372112928,47.05882353,23.52941176,0,23.52941176,5.882352941,0,649.00,1.87365E-05,0.091148482
4.17051,4.98965,1.20,391.926,0.44168,0.312616343,40,36.66666667,6.666666667,13.33333333,3.333333333,0,469.00,2.06871E-05,0.097671508
4.45881,4.92633,1.10,713.662,0.47192,0.354821732,38.98305085,35.59322034,8.474576271,13.55932203,3.389830508,0,401.00,7.38037E-05,0.338360012
4.05009,4.56618,1.13,363.22,0.43056,0.288463085,34.61538462,34.61538462,11.53846154,15.38461538,3.846153846,0,721.00,5.18823E-05,0.235174791
